Id,Last Update,Issue,Rider Id,Is Flex,Rider Status,Request Id,Ride type,Number Of Passengers,Ride Cost,Pricing Scheme Id,Van Id,Accepted,Pickup ETA,Dropoff ETA,Pickup Walk Duration,Internal Pickup ETA,External Pickup ETA,ETA Diff,Pricing Distance,Rider Trip Api Id
555963,10/30/2019 15:32:55,1572460367.87,36821,False,,815800,,1,860,2218,58,True,1572460935.69,1572462193.69,141,1572460935.69,1572460935.69,None,4.17 miles,
555962,10/30/2019 15:32:49,1572460367.96,35296,False,None,815801,,1,500,2218,56,False,1572460783.44,1572461505.44,120,1572460783.44,1572460783.44,None,2.12 miles,
555961,10/30/2019 15:32:47,1572460364.66,44602,False,,815798,,1,470,2218,23,False,1572460634.05,1572461254.05,125,1572460634.05,1572460634.05,None,1.38 miles,
555960,10/30/2019 15:33:13,1572460365.14,44123,False,,815799,,1,500,2218,51,True,1572460946.96,1572461662.96,148,1572460946.96,1572460946.96,None,2.34 miles,
555959,10/30/2019 15:32:38,1572460345.53,37046,False,,815797,,1,500,2218,62,True,1572460809.6,1572461551.6,190,1572460809.6,1572460809.6,None,2.05 miles,
555958,10/30/2019 15:32:32,1572460335.76,58896,False,None,815796,,3,770,2218,47,True,1572460698.99,1572462051.99,95,1572460698.99,1572460698.99,None,3.37 miles,
555657,10/30/2019 14:19:39,1572455977.18,158,False,,815301,,1,670,2218,55,False,1572456737.89,1572457846.89,219,1572456737.89,1572456737.89,None,3.26 miles,
555656,10/30/2019 14:19:16,1572455954.03,7440,False,,815299,,1,860,2218,23,False,1572457150.48,1572458296.48,161,1572457150.48,1572457150.48,None,3.88 miles,
555655,10/30/2019 14:19:04,1572455942.33,32034,False,,815297,,1,860,2218,60,False,1572456869.72,1572458380.72,222,1572456869.72,1572456869.72,None,4.0 miles,
555654,10/30/2019 14:18:33,1572455904.89,58879,False,None,815292,,1,520,2218,52,True,1572456668.19,1572457458.19,66,1572456668.19,1572456668.19,None,2.7 miles,
555653,10/30/2019 14:18:17,1572455886.83,7461,False,,815289,,1,520,2218,45,True,1572456511.19,1572457525.19,11,1572456511.19,1572456511.19,None,3.0 miles,
555652,10/30/2019 14:17:47,1572455864.62,7461,False,,815286,,1,520,2218,45,False,1572456490.95,1572457504.95,11,1572456490.95,1572456490.95,None,3.0 miles,
555651,10/30/2019 14:16:50,1572455799.72,12735,False,,815282,,1,670,2218,47,True,1572456976.54,1572458499.54,136,1572456976.54,1572456976.54,None,3.22 miles,
555650,10/30/2019 14:16:36,1572455793.89,44362,False,,815281,,1,520,2218,34,False,1572456308.85,1572457186.85,95,1572456308.85,1572456308.85,None,2.93 miles,
555649,10/30/2019 14:16:49,1572455791.86,57841,False,,815280,,1,500,2218,34,True,1572456941.85,1572457693.85,52,1572456941.85,1572456941.85,None,2.21 miles,
555648,10/30/2019 14:16:39,1572455789.62,7383,False,,815279,,1,500,2218,54,True,1572456812.9,1572457568.9,41,1572456812.9,1572456812.9,None,2.26 miles,
555647,10/30/2019 14:16:27,1572455784.33,52157,False,,815278,,1,670,2218,34,False,1572456692.64,1572457729.64,197,1572456692.64,1572456692.64,None,3.6 miles,
555646,10/30/2019 14:16:23,1572455775.85,31847,False,,815277,,1,500,2218,57,True,1572456277.46,1572457320.46,30,1572456277.46,1572456277.46,None,2.28 miles,
555645,10/30/2019 14:16:07,1572455763.87,7548,False,,815275,,1,500,2218,53,False,1572456605.7,1572457569.7,211,1572456605.7,1572456605.7,None,2.19 miles,
555644,10/30/2019 14:15:54,1572455752.05,58797,False,None,815273,,1,670,2218,34,False,1572456782.39,1572457844.39,132,1572456782.39,1572456782.39,None,3.16 miles,
555643,10/30/2019 14:15:35,1572455733.31,58261,False,None,815272,,10,1520,2218,34,False,1572456687.3,1572457550.3,8,1572456687.3,1572456687.3,None,3.67 miles,
555642,10/30/2019 14:15:15,1572455713.31,53589,False,,815271,,1,940,2218,28,True,1572456835.32,1572458345.32,129,1572456835.32,1572456835.32,None,4.86 miles,
555641,10/30/2019 14:15:12,1572455707.76,53589,False,,815271,,1,940,2218,25,False,1572455857.73,1572457814.73,129,1572455857.73,1572455857.73,None,4.86 miles,
555640,10/30/2019 14:15:16,1572455698.83,9723,False,,815270,,1,520,2218,42,True,1572455944.92,1572457412.92,167,1572455944.92,1572455944.92,None,2.84 miles,
555639,10/30/2019 14:15:09,1572455696.18,53814,False,,815269,,2,570,2218,25,True,1572456216.73,1572457391.73,58,1572456216.73,1572456216.73,None,2.66 miles,
555638,10/30/2019 14:14:35,1572455670.21,56204,False,,815268,,3,620,2218,55,True,1572456076.59,1572456783.59,183,1572456076.59,1572456076.59,None,2.88 miles,
555637,10/30/2019 14:14:32,1572455669.68,49818,False,,815266,,1,670,2218,42,False,1572456098.42,1572457471.42,180,1572456098.42,1572456098.42,None,3.67 miles,
555636,10/30/2019 14:14:32,1572455670.03,53814,False,,815267,,1,520,2218,25,False,1572456221.66,1572457396.66,58,1572456221.66,1572456221.66,None,2.66 miles,
555635,10/30/2019 14:14:30,1572455667.96,30302,False,None,815265,,1,670,2218,25,False,1572456360.66,1572457814.66,179,1572456360.66,1572456360.66,None,3.7 miles,
555634,10/30/2019 14:14:24,1572455660.78,57841,False,,815264,,1,500,2218,55,False,1572455829.59,1572456771.59,52,1572455829.59,1572455829.59,None,2.21 miles,
555633,10/30/2019 14:13:59,1572455636.78,56201,False,None,815263,,1,520,2218,55,False,1572456051.19,1572456758.19,198,1572456051.19,1572456051.19,None,2.88 miles,
555632,10/30/2019 14:14:03,1572455631.83,6503,False,,815262,,1,500,2218,57,True,1572456707.26,1572457523.26,122,1572456707.26,1572456707.26,None,2.4 miles,
555631,10/30/2019 14:13:48,1572455624.79,33,False,None,815261,,1,470,2218,38,False,1572456151.5,1572456596.5,60,1572456151.5,1572456151.5,None,1.52 miles,
555630,10/30/2019 14:13:23,1572455592.37,58797,False,None,815260,,1,520,2218,35,True,1572456302.08,1572457333.08,132,1572456302.08,1572456302.08,None,3.09 miles,
555629,10/30/2019 14:13:02,1572455572.77,41432,False,,815259,,1,670,2218,47,True,1572456294.77,1572457306.77,98,1572456294.77,1572456294.77,None,3.37 miles,
555628,10/30/2019 14:12:51,1572455568.85,58879,False,None,815258,,1,520,2218,23,False,1572456415.32,1572457205.32,84,1572456415.32,1572456415.32,None,2.87 miles,
555627,10/30/2019 14:13:15,1572455566.44,58867,False,None,815257,,1,520,2218,23,True,1572456067.32,1572456918.32,202,1572456067.32,1572456067.32,None,2.71 miles,
555626,10/30/2019 14:12:52,1572455562.4,56201,False,None,815255,,3,620,2218,55,True,1572455939.53,1572456646.53,198,1572455939.53,1572455939.53,None,2.88 miles,
555625,10/30/2019 14:12:45,1572455563.25,6797,False,,815256,,1,940,2218,47,False,1572455743.25,1572457107.25,25,1572455743.25,1572455743.25,None,4.46 miles,
555624,10/30/2019 14:12:30,1572455523.88,28670,False,,815253,,1,520,2218,43,True,1572456204.02,1572457208.02,93,1572456204.02,1572456204.02,None,2.86 miles,
555623,10/30/2019 14:11:56,1572455514.56,49947,False,,815252,,1,500,2218,51,False,1572456271.11,1572456816.11,63,1572456271.11,1572456271.11,None,1.92 miles,
555622,10/30/2019 14:11:42,1572455500.13,53814,False,,815251,,1,520,2218,51,False,1572455806.88,1572456761.88,128,1572455806.88,1572455806.88,None,2.66 miles,
555621,10/30/2019 14:11:25,1572455483.03,28670,False,,815250,,1,520,2218,43,False,1572456254.97,1572457258.97,93,1572456254.97,1572456254.97,None,2.86 miles,
555620,10/30/2019 14:11:04,1572455462.06,56201,False,None,815249,,3,620,2218,55,False,1572455936.84,1572456643.84,198,1572455936.84,1572455936.84,None,2.88 miles,
555619,10/30/2019 14:11:03,1572455461.27,54815,False,,815248,,1,940,2218,47,False,1572456601.16,1572458126.16,84,1572456601.16,1572456601.16,None,4.41 miles,
555618,10/30/2019 14:10:53,1572455450.86,49947,False,,815247,,1,1340,2218,51,False,1572456421.31,1572458762.31,63,1572456421.31,1572456421.31,None,7.53 miles,
555617,10/30/2019 14:10:52,1572455449.6,58423,False,None,815246,,1,335,2218,60,False,1572456492.17,1572457712.17,31,1572456492.17,1572456492.17,None,3.37 miles,
555616,10/30/2019 14:10:22,1572455420.47,53077,False,None,815245,,6,1270,2218,35,False,1572455615.21,1572457186.21,187,1572455615.21,1572455615.21,None,4.79 miles,
555615,10/30/2019 14:09:29,1572455366.32,56201,False,None,815243,,3,620,2218,55,False,1572455906.78,1572456613.78,198,1572455906.78,1572455906.78,None,2.88 miles,
555614,10/30/2019 14:09:38,1572455367.89,50834,False,,815244,,1,520,2218,62,True,1572455843.98,1572457077.98,16,1572455843.98,1572455843.98,None,2.79 miles,
555613,10/30/2019 14:09:23,1572455354.67,41641,False,,815242,,1,520,2218,23,True,1572456014.87,1572457218.87,179,1572456014.87,1572456014.87,None,2.98 miles,
555612,10/30/2019 14:09:18,1572455350.6,21378,False,,815241,,1,520,2218,46,True,1572455705.84,1572456987.84,66,1572455705.84,1572455705.84,None,2.82 miles,
555611,10/30/2019 14:09:17,1572455345.99,39814,False,,815240,,1,940,2218,44,True,1572455823.27,1572457296.27,25,1572455823.27,1572455823.27,None,4.92 miles,
555610,10/30/2019 14:09:00,1572455327.79,49376,False,,815238,,1,500,2218,28,True,1572455625.57,1572456641.57,70,1572455625.57,1572455625.57,None,2.49 miles,
555609,10/30/2019 14:08:39,1572455316.01,56201,False,None,815235,,3,620,2218,55,False,1572455906.78,1572456613.78,198,1572455906.78,1572455906.78,None,2.88 miles,
555608,10/30/2019 14:08:27,1572455304.69,52468,False,,815234,,1,1230,2218,35,False,1572456297.84,1572458550.84,155,1572456297.84,1572456297.84,None,6.84 miles,
555607,10/30/2019 14:08:12,1572455284.45,20874,False,,815231,,1,940,2218,38,True,1572455490.45,1572456984.45,206,1572455490.45,1572455490.45,None,4.8 miles,
555606,10/30/2019 14:07:44,1572455262.21,33,False,None,815230,,1,470,2218,44,False,1572455423.21,1572455834.21,161,1572455423.21,1572455423.21,None,1.52 miles,
555605,10/30/2019 14:07:28,1572455245.46,56201,False,None,815229,,1,520,2218,55,False,1572455934.11,1572456641.11,190,1572455934.11,1572455934.11,None,2.88 miles,
555604,10/30/2019 14:07:18,1572455235.78,49376,False,,815228,,1,430,2218,28,False,1572455583.22,1572455785.22,117,1572455583.22,1572455583.22,None,0.72 miles,
555603,10/30/2019 14:06:55,1572455200.67,20874,False,,815226,,1,940,2218,57,True,1572455689.74,1572457410.74,140,1572455689.74,1572455689.74,None,4.66 miles,
555602,10/30/2019 14:06:45,1572455196.3,37588,False,,815225,,1,670,2218,48,True,1572456019.69,1572457253.69,237,1572456019.69,1572456019.69,None,3.3 miles,
555601,10/30/2019 14:06:26,1572455184.68,58261,False,None,815224,,10,1710,2218,40,False,1572456007.39,1572456870.39,8,1572456007.39,1572456007.39,None,3.75 miles,
555600,10/30/2019 14:06:31,1572455183.42,56823,False,,815222,,1,940,2218,40,True,1572455949.39,1572457116.39,137,1572455949.39,1572455949.39,None,4.46 miles,
555599,10/30/2019 14:06:34,1572455183.43,54560,False,,815223,,1,520,2218,25,True,1572455697.49,1572456736.49,238,1572455697.49,1572455697.49,None,2.94 miles,
555598,10/30/2019 14:06:29,1572455173.91,26965,False,,815221,,1,860,2218,53,True,1572455765.27,1572457117.27,144,1572455765.27,1572455765.27,None,3.72 miles,
555597,10/30/2019 14:06:11,1572455168.71,58261,False,None,815220,,10,1710,2218,40,False,1572456082.43,1572456945.43,8,1572456082.43,1572456082.43,None,3.75 miles,
555596,10/30/2019 14:05:52,1572455150.72,58261,False,None,815219,,1,860,2218,40,False,1572456082.43,1572457421.43,8,1572456082.43,1572456082.43,None,3.75 miles,
555595,10/30/2019 14:05:57,1572455146.94,58835,False,None,815218,,2,520,2218,42,True,1572455652.03,1572456388.03,19,1572455652.03,1572455652.03,None,1.7 miles,
