Id,Last Update,Issue,Rider Id,Is Flex,Rider Status,Request Id,Ride type,Number Of Passengers,Ride Cost,Pricing Scheme Id,Van Id,Accepted,Pickup ETA,Dropoff ETA,Pickup Walk Duration,Internal Pickup ETA,External Pickup ETA,ETA Diff,Pricing Distance,Rider Trip Api Id
537957,10/25/2019 12:36:49,1572017806.86,57435,False,None,791740,,1,940,2218,43,False,1572018126.56,1572019672.26,15,1572018126.56,1572018126.56,None,4.83 miles,
537956,10/25/2019 12:36:45,1572017801.37,52265,False,None,791739,,1,235,2218,42,False,1572018069.37,1572018581.22,268,1572018069.37,1572018069.37,None,1.31 miles,
537955,10/25/2019 12:36:36,1572017792.92,49960,False,,791738,,1,860,2218,43,False,1572017993.02,1572019177.62,30,1572017993.02,1572017993.02,None,4.08 miles,
537954,10/25/2019 12:36:17,1572017770.55,4840,False,,791737,,1,500,2218,35,True,1572017950.55,1572018600.4,116,1572017950.55,1572017950.55,None,2.11 miles,
537953,10/25/2019 12:35:56,1572017753.02,49960,False,,791736,,1,860,2218,43,False,1572017953.12,1572019137.72,30,1572017953.12,1572017953.12,None,4.08 miles,
537952,10/25/2019 12:35:56,1572017752.11,52265,False,None,791735,,1,235,2218,48,False,1572018020.11,1572018551.96,268,1572018020.11,1572018020.11,None,1.31 miles,
537951,10/25/2019 12:35:38,1572017731.01,4840,False,,791734,,1,500,2218,35,True,1572017911.01,1572018560.86,104,1572017911.01,1572017911.01,None,2.11 miles,
537950,10/25/2019 12:35:17,1572017714.34,49960,False,,791733,,1,860,2218,43,False,1572017914.44,1572019099.04,30,1572017914.44,1572017914.44,None,4.08 miles,
537949,10/25/2019 12:34:40,1572017676.78,49960,False,,791732,,1,860,2218,43,False,1572017876.88,1572019061.48,30,1572017876.88,1572017876.88,None,4.08 miles,
537948,10/25/2019 12:34:31,1572017655.17,55716,False,None,791731,,2,520,2218,36,True,1572017986.38,1572018789.17,309,1572017986.38,1572017986.38,None,1.83 miles,
