Id,Last Update,Issue,Rider Id,Is Flex,Rider Status,Request Id,Ride type,Number Of Passengers,Ride Cost,Pricing Scheme Id,Van Id,Accepted,Pickup ETA,Dropoff ETA,Pickup Walk Duration,Internal Pickup ETA,External Pickup ETA,ETA Diff,Pricing Distance,Rider Trip Api Id
447957,10/02/2019 12:32:14,1570030329.74,53077,False,None,645003,,4,620,2218,48,False,1570030834.39,1570031487.69,149,1570030834.39,1570030834.39,None,1.45 miles,
447956,10/02/2019 12:32:13,1570030329.73,33215,False,,645004,,1,470,2218,33,False,1570031290.06,1570031998.56,79,1570031290.06,1570031290.06,None,1.82 miles,
447955,10/02/2019 12:32:18,1570030326.41,51459,False,,645002,,1,670,2218,23,True,1570030650.17,1570032120.87,74,1570030650.17,1570030650.17,None,3.39 miles,
447954,10/02/2019 12:32:06,1570030323.34,50564,False,,645001,,1,860,2218,57,False,1570030636.34,1570032675.14,313,1570030636.34,1570030636.34,None,3.89 miles,
447953,10/02/2019 12:32:04,1570030320.42,52300,False,,644999,,1,670,2218,24,False,1570030564.18,1570032630.98,132,1570030564.18,1570030564.18,None,3.42 miles,
447952,10/02/2019 12:32:04,1570030320.74,52865,False,None,645000,,1,1140,2218,40,False,1570030748.32,1570032510.22,358,1570030748.32,1570030748.32,None,5.45 miles,
447951,10/02/2019 12:32:06,1570030313.48,51896,False,,644998,,2,720,2218,25,True,1570030856.01,1570032041.76,329,1570030856.01,1570030856.01,None,3.4 miles,
447950,10/02/2019 12:31:54,1570030310.63,52147,False,,644997,,1,860,2218,48,False,1570030751.02,1570031997.72,405,1570030751.02,1570030751.02,None,3.98 miles,
447949,10/02/2019 12:31:53,1570030310.22,33,False,None,644996,,1,470,2218,48,False,1570030465.82,1570031045.52,60,1570030465.82,1570030465.82,None,1.52 miles,
447948,10/02/2019 12:31:51,1570030308.29,47763,False,,644995,,1,520,2218,45,False,1570030625.29,1570031839.54,317,1570030625.29,1570030625.29,None,2.82 miles,
447947,10/02/2019 12:31:50,1570030305.25,14337,False,,644994,,1,520,2218,53,False,1570030711.78,1570032204.28,219,1570030711.78,1570030711.78,None,2.72 miles,
447946,10/02/2019 12:31:27,1570030283.18,53077,False,None,644992,,1,470,2218,30,False,1570031550.26,1570032077.51,393,1570031550.26,1570031550.26,None,1.45 miles,
447945,10/02/2019 12:31:29,1570030271.67,47763,False,,644991,,1,670,2218,41,True,1570031532.06,1570032840.15,24,1570031532.06,1570031532.06,None,3.37 miles,
447944,10/02/2019 12:31:12,1570030268.54,52147,False,,644990,,1,860,2218,48,False,1570030727.61,1570031974.31,405,1570030727.61,1570030727.61,None,3.98 miles,
447943,10/02/2019 12:31:09,1570030266.1,727,False,,644989,,1,520,2218,51,False,1570031581.01,1570032467.06,161,1570031581.01,1570031581.01,None,2.66 miles,
447942,10/02/2019 12:31:31,1570030265.08,39474,False,,644988,,1,520,2218,55,True,1570030845.83,1570031644.03,129,1570030845.83,1570030845.83,None,2.81 miles,
447941,10/02/2019 12:30:59,1570030255.95,45963,False,,644986,,1,940,2218,56,False,1570031318.97,1570032743.22,119,1570031318.97,1570031318.97,None,4.31 miles,
447940,10/02/2019 12:30:33,1570030228.93,52865,False,None,644984,,1,1140,2218,40,False,1570030698.53,1570032563.93,268,1570030698.53,1570030698.53,None,5.34 miles,
447939,10/02/2019 12:30:16,1570030212.94,45963,False,,644983,,1,940,2218,56,False,1570031278.18,1570032702.43,119,1570031278.18,1570031278.18,None,4.31 miles,
447938,10/02/2019 12:30:11,1570030207.55,15507,False,,644982,,1,430,2218,25,False,1570030548.85,1570030899.7,51,1570030548.85,1570030548.85,None,0.68 miles,
447937,10/02/2019 12:30:05,1570030201.92,52147,False,,644979,,1,860,2218,46,False,1570030712.21,1570031992.26,361,1570030712.21,1570030712.21,None,3.98 miles,
447936,10/02/2019 12:29:29,1570030165.77,26316,False,,644977,,3,570,2218,28,False,1570031173.63,1570031565.18,85,1570031173.63,1570031173.63,None,1.26 miles,
