Id,Last Update,Issue,Rider Id,Is Flex,Rider Status,Request Id,Ride type,Number Of Passengers,Ride Cost,Pricing Scheme Id,Van Id,Accepted,Pickup ETA,Dropoff ETA,Pickup Walk Duration,Internal Pickup ETA,External Pickup ETA,ETA Diff,Pricing Distance,Rider Trip Api Id
442557,10/01/2019 09:52:22,1569934326.42,51925,False,None,635118,,1,520,2218,55,True,1569934869.3,1569935812.4,91,1569934869.3,1569934869.3,None,2.94 miles,
442556,10/01/2019 09:51:48,1569934296.49,46442,False,,635117,,1,940,2218,51,True,1569934788.57,1569936386.02,67,1569934788.57,1569934788.57,None,4.35 miles,
442555,10/01/2019 09:51:37,1569934290.3,44044,False,,635116,,1,470,2218,30,True,1569934606.83,1569935254.38,169,1569934606.83,1569934606.83,None,1.71 miles,
442554,10/01/2019 09:51:18,1569934276.37,50712,False,None,635115,,1,520,2218,55,False,1569934735.74,1569935678.84,71,1569934735.74,1569934735.74,None,2.88 miles,
442553,10/01/2019 09:51:03,1569934262.0,53622,False,None,635114,,1,670,2218,30,False,1569934718.91,1569936240.46,65,1569934718.91,1569934718.91,None,3.44 miles,
442552,10/01/2019 09:51:07,1569934258.25,3135,False,,635113,,1,860,2218,29,True,1569934777.09,1569936364.19,88,1569934777.09,1569934777.09,None,3.8 miles,
442551,10/01/2019 09:50:46,1569934238.19,36867,False,,635112,,1,1180,2218,51,True,1569934664.26,1569936579.11,170,1569934664.26,1569934664.26,None,5.68 miles,
442550,10/01/2019 09:50:26,1569934224.18,5290,False,,635111,,1,860,2218,55,False,1569934477.6,1569935929.0,187,1569934477.6,1569934477.6,None,3.73 miles,
442549,10/01/2019 09:50:45,1569934223.95,16692,False,,635110,,1,1200,2218,56,True,1569935228.94,1569937293.74,105,1569935228.94,1569935228.94,None,6.35 miles,
442548,10/01/2019 09:49:51,1569934188.9,45938,False,,635108,,1,520,2218,50,True,1569935104.01,1569935717.06,24,1569935104.01,1569935104.01,None,2.87 miles,
442547,10/01/2019 09:49:47,1569934185.46,33,False,None,635109,,1,470,2218,42,False,1569934974.21,1569935354.26,60,1569934974.21,1569934974.21,None,1.52 miles,
442546,10/01/2019 09:49:48,1569934173.16,45938,False,,635108,,1,520,2218,43,False,1569934749.31,1569935362.36,24,1569934749.31,1569934749.31,None,2.87 miles,
442545,10/01/2019 09:49:17,1569934155.46,50653,False,,635107,,1,940,2218,54,False,1569934525.76,1569936015.11,213,1569934525.76,1569934525.76,None,4.95 miles,
442544,10/01/2019 09:49:39,1569934154.94,46599,False,None,635106,,1,500,2218,43,True,1569935103.69,1569936000.79,156,1569935103.69,1569935103.69,None,2.39 miles,
442543,10/01/2019 09:48:53,1569934131.73,45851,False,,635105,,1,860,2218,53,False,1569934538.83,1569936234.03,75,1569934538.83,1569934538.83,None,4.04 miles,
442542,10/01/2019 09:48:24,1569934102.47,7332,False,None,635102,,1,500,2218,43,False,1569934282.47,1569935146.22,105,1569934282.47,1569934282.47,None,1.99 miles,
442541,10/01/2019 09:48:16,1569934094.86,53623,False,None,635101,,1,500,2218,51,False,1569934211.95,1569934841.1,69,1569934211.95,1569934211.95,None,2.1 miles,
442540,10/01/2019 09:47:56,1569934074.53,13003,False,,635099,,1,520,2218,53,False,1569935171.63,1569935950.28,183,1569935171.63,1569935171.63,None,2.52 miles,
442539,10/01/2019 09:47:38,1569934048.58,48435,False,,635097,,1,520,2218,49,True,1569934352.7,1569935750.5,72,1569934352.7,1569934352.7,None,3.05 miles,
442538,10/01/2019 09:47:23,1569934041.7,53623,False,None,635096,,1,500,2218,41,False,1569934253.19,1569934889.24,69,1569934253.19,1569934253.19,None,2.13 miles,
442537,10/01/2019 09:47:22,1569934040.32,5290,False,,635095,,1,860,2218,53,False,1569934916.62,1569936346.17,187,1569934916.62,1569934916.62,None,3.97 miles,
442536,10/01/2019 09:47:36,1569934037.22,15016,False,,635094,,1,500,2218,46,True,1569934436.63,1569935548.78,95,1569934436.63,1569934436.63,None,1.91 miles,
442535,10/01/2019 09:47:29,1569934032.62,34660,False,,635093,,1,860,2218,26,True,1569934366.12,1569935834.77,33,1569934366.12,1569934366.12,None,3.95 miles,
442534,10/01/2019 09:47:17,1569934022.83,18909,False,,635092,,1,430,2218,42,True,1569934974.21,1569935406.71,186,1569934974.21,1569934974.21,None,1.1 miles,
442533,10/01/2019 09:46:54,1569933996.18,47335,False,None,635091,,1,940,2218,23,True,1569934514.83,1569936095.03,146,1569934514.83,1569934514.83,None,4.35 miles,
442532,10/01/2019 09:46:28,1569933980.95,44159,False,,635090,,1,520,2218,27,True,1569934563.43,1569935718.13,87,1569934563.43,1569934563.43,None,2.89 miles,
442531,10/01/2019 09:46:04,1569933963.05,38666,False,,635088,,1,1140,2218,23,False,1569934308.05,1569936674.85,92,1569934308.05,1569934308.05,None,5.57 miles,
442530,10/01/2019 09:45:41,1569933933.19,38815,False,,635087,,1,500,2218,49,True,1569934194.55,1569935200.9,89,1569934194.55,1569934194.55,None,1.96 miles,
442529,10/01/2019 09:45:26,1569933924.02,38666,False,,635086,,1,1140,2218,27,False,1569934381.55,1569936395.3,166,1569934381.55,1569934381.55,None,5.57 miles,
442528,10/01/2019 09:45:22,1569933920.06,51689,False,None,635085,,1,500,2218,23,False,1569934300.71,1569935343.86,127,1569934300.71,1569934300.71,None,2.35 miles,
442527,10/01/2019 09:45:05,1569933903.93,41683,False,,635084,,1,470,2218,46,False,1569934614.44,1569935063.04,49,1569934614.44,1569934614.44,None,1.84 miles,
442526,10/01/2019 09:44:52,1569933881.74,2951,False,,635083,,1,500,2218,44,True,1569934626.93,1569935512.98,150,1569934626.93,1569934626.93,None,2.19 miles,
442525,10/01/2019 09:44:42,1569933848.77,44209,False,,635082,,1,860,2218,33,True,1569934268.48,1569936258.53,27,1569934268.48,1569934268.48,None,4.0 miles,
442524,10/01/2019 09:43:55,1569933833.4,33,False,None,635081,,1,470,2218,42,False,1569934928.56,1569935413.96,60,1569934928.56,1569934928.56,None,1.52 miles,
442523,10/01/2019 09:43:58,1569933805.34,53573,False,None,635080,,1,670,2218,30,True,1569934166.11,1569935448.46,198,1569934166.11,1569934166.11,None,3.45 miles,
442522,10/01/2019 09:43:41,1569933802.84,53150,False,,635079,,1,470,2218,46,True,1569934139.34,1569934799.54,202,1569934139.34,1569934139.34,None,1.72 miles,
442521,10/01/2019 09:43:10,1569933783.81,39521,False,,635078,,1,520,2218,40,True,1569934626.0,1569935766.9,98,1569934626.0,1569934626.0,None,2.8 miles,
442520,10/01/2019 09:43:03,1569933780.9,38666,False,,635077,,1,1140,2218,40,False,1569934214.3,1569936533.95,16,1569934214.3,1569934214.3,None,5.57 miles,
442519,10/01/2019 09:42:52,1569933751.49,41656,False,,635076,,1,470,2218,56,True,1569934571.44,1569935154.59,134,1569934571.44,1569934571.44,None,1.53 miles,
442518,10/01/2019 09:42:25,1569933743.2,53006,False,None,635075,,1,1140,2218,40,False,1569934105.98,1569936311.08,267,1569934105.98,1569934105.98,None,5.42 miles,
442517,10/01/2019 09:41:57,1569933715.5,42534,False,,635073,,1,500,2218,56,False,1569934266.35,1569935163.45,107,1569934266.35,1569934266.35,None,2.11 miles,
442516,10/01/2019 09:41:20,1569933679.23,42534,False,,635072,,1,500,2218,47,False,1569934115.82,1569934766.82,144,1569934115.82,1569934115.82,None,2.11 miles,
442515,10/01/2019 09:41:24,1569933676.75,51671,False,,635071,,1,860,2218,47,True,1569933893.87,1569935068.12,119,1569933893.87,1569933893.87,None,3.79 miles,
442514,10/01/2019 09:40:36,1569933634.87,50712,False,None,635070,,1,520,2218,26,False,1569934472.5,1569935458.15,71,1569934472.5,1569934472.5,None,2.88 miles,
442513,10/01/2019 09:40:30,1569933628.8,19251,False,,635069,,1,520,2218,54,False,1569934531.73,1569935863.53,85,1569934531.73,1569934531.73,None,2.59 miles,
442512,10/01/2019 09:40:22,1569933619.87,45800,False,None,635068,,1,520,2218,25,False,1569933992.99,1569935082.59,60,1569933992.99,1569933992.99,None,2.51 miles,
442511,10/01/2019 09:40:20,1569933613.01,6192,False,,635067,,1,520,2218,31,True,1569934384.9,1569935179.65,143,1569934384.9,1569934384.9,None,2.64 miles,
442510,10/01/2019 09:39:57,1569933595.16,6192,False,,635066,,1,520,2218,31,False,1569934374.79,1569935169.54,143,1569934374.79,1569934374.79,None,2.64 miles,
442509,10/01/2019 09:39:54,1569933592.91,51340,False,None,635065,,1,940,2218,33,False,1569933772.91,1569935394.51,173,1569933772.91,1569933772.91,None,4.82 miles,
442508,10/01/2019 09:39:52,1569933590.72,50712,False,None,635064,,1,520,2218,26,False,1569934381.89,1569935367.54,71,1569934381.89,1569934381.89,None,2.88 miles,
442507,10/01/2019 09:39:58,1569933590.59,52537,False,,635063,,1,670,2218,33,True,1569934054.04,1569935405.39,197,1569934054.04,1569934054.04,None,3.48 miles,
