Id,Last Update,Issue,Rider Id,Is Flex,Rider Status,Request Id,Ride type,Number Of Passengers,Ride Cost,Pricing Scheme Id,Van Id,Accepted,Pickup ETA,Dropoff ETA,Pickup Walk Duration,Internal Pickup ETA,External Pickup ETA,ETA Diff,Pricing Distance,Rider Trip Api Id
458457,10/04/2019 16:48:17,1570218485.5,50965,False,,662324,,1,860,2218,56,True,1570219472.96,1570220945.06,17,1570219472.96,1570219472.96,None,3.94 miles,
458456,10/04/2019 16:48:11,1570218481.94,3105,False,,662319,,1,860,2218,50,True,1570218833.59,1570220707.49,72,1570218833.59,1570218833.59,None,4.06 miles,
458455,10/04/2019 16:47:46,1570218464.3,42310,False,,662309,,1,860,2218,45,False,1570218821.89,1570220603.32,13,1570218821.89,1570218821.89,None,4.2 miles,
458454,10/04/2019 16:47:32,1570218450.17,3566,False,,662302,,1,940,2218,51,False,1570219227.67,1570221075.57,188,1570219227.67,1570219227.67,None,4.87 miles,
458453,10/04/2019 16:47:30,1570218448.47,1657,False,,662301,,1,500,2218,45,False,1570219327.17,1570220652.97,118,1570219327.17,1570219327.17,None,2.26 miles,
458452,10/04/2019 16:47:38,1570218446.06,52844,False,,662299,,1,250,2218,34,True,1570219559.09,1570220087.04,36,1570219559.09,1570219559.09,None,2.06 miles,
458451,10/04/2019 16:47:13,1570218432.04,2914,False,,662291,,1,470,2218,34,False,1570219621.19,1570220234.24,235,1570219621.19,1570219621.19,None,1.7 miles,
458450,10/04/2019 16:46:55,1570218413.68,52844,False,,662288,,1,250,2218,34,False,1570219559.09,1570220087.04,36,1570219559.09,1570219559.09,None,2.06 miles,
458449,10/04/2019 16:46:53,1570218411.25,1657,False,,662286,,1,500,2218,45,False,1570219302.21,1570220628.01,118,1570219302.21,1570219302.21,None,2.26 miles,
458448,10/04/2019 16:46:16,1570218374.16,3566,False,,662281,,1,940,2218,51,False,1570219222.98,1570221070.88,188,1570219222.98,1570219222.98,None,4.87 miles,
458447,10/04/2019 16:46:13,1570218371.16,42310,False,,662279,,1,860,2218,45,False,1570218821.89,1570220540.73,13,1570218821.89,1570218821.89,None,4.2 miles,
458446,10/04/2019 16:45:59,1570218349.38,45023,False,,662270,,1,500,2218,57,True,1570219533.1,1570220494.6,105,1570219533.1,1570219533.1,None,2.19 miles,
458445,10/04/2019 16:45:48,1570218346.64,44651,False,,662268,,1,520,2218,57,False,1570219376.7,1570220467.0,249,1570219376.7,1570219376.7,None,2.96 miles,
458444,10/04/2019 16:45:34,1570218331.69,3566,False,,662263,,1,940,2218,51,False,1570219243.77,1570221091.67,188,1570219243.77,1570219243.77,None,4.87 miles,
458443,10/04/2019 16:45:42,1570218325.99,35255,False,,662262,,1,500,2218,54,True,1570218791.8,1570220191.2,26,1570218791.8,1570218791.8,None,2.46 miles,
458442,10/04/2019 16:45:27,1570218324.68,26871,False,,662261,,1,670,2218,29,False,1570218865.95,1570220311.45,243,1570218865.95,1570218865.95,None,3.6 miles,
458441,10/04/2019 16:45:35,1570218318.97,48584,False,,662259,,2,570,2218,49,True,1570219289.62,1570220463.87,164,1570219289.62,1570219289.62,None,2.69 miles,
458440,10/04/2019 16:45:15,1570218313.13,38782,False,,662257,,1,520,2218,40,False,1570219469.81,1570220771.46,48,1570219469.81,1570219469.81,None,2.89 miles,
458439,10/04/2019 16:45:07,1570218305.25,48584,False,,662254,,1,520,2218,49,False,1570219269.41,1570220443.66,164,1570219269.41,1570219269.41,None,2.69 miles,
458438,10/04/2019 16:45:05,1570218302.84,45023,False,,662253,,1,500,2218,49,False,1570219276.32,1570220237.82,105,1570219276.32,1570219276.32,None,2.19 miles,
458437,10/04/2019 16:44:44,1570218282.71,50411,False,,662249,,1,1140,2218,34,False,1570219473.89,1570221412.89,73,1570219473.89,1570219473.89,None,5.31 miles,
458436,10/04/2019 16:44:47,1570218277.07,52157,False,,662247,,1,670,2218,51,True,1570219202.72,1570220605.12,27,1570219202.72,1570219202.72,None,3.6 miles,
458435,10/04/2019 16:44:32,1570218269.02,29637,False,,662234,,1,860,2218,27,True,1570219272.12,1570220792.52,119,1570219272.12,1570219272.12,None,4.29 miles,
458434,10/04/2019 16:44:55,1570218267.9,45546,False,None,662246,,1,430,2218,52,True,1570218734.95,1570220020.05,232,1570218734.95,1570218734.95,None,3.94 miles,
458433,10/04/2019 16:44:10,1570218243.64,7096,False,,662241,,1,520,2218,54,True,1570218461.01,1570219385.71,64,1570218461.01,1570218461.01,None,3.07 miles,
458432,10/04/2019 16:44:07,1570218238.73,6656,False,,662240,,1,670,2218,30,True,1570219360.01,1570221557.06,307,1570219360.01,1570219360.01,None,3.31 miles,
458431,10/04/2019 16:43:54,1570218233.0,40651,False,,662239,,3,960,2218,52,False,1570218844.95,1570220548.65,195,1570218844.95,1570218844.95,None,4.26 miles,
458430,10/04/2019 16:43:52,1570218230.4,33,False,None,662237,,1,470,2218,49,False,1570219397.69,1570219883.09,24,1570219397.69,1570219397.69,None,1.52 miles,
458429,10/04/2019 16:43:57,1570218229.8,51485,False,,662236,,2,550,2218,24,True,1570219374.65,1570220364.9,48,1570219374.65,1570219374.65,None,1.95 miles,
458428,10/04/2019 16:43:51,1570218229.72,48703,False,None,662235,,1,1140,2218,57,False,1570218683.33,1570220092.18,174,1570218683.33,1570218683.33,None,5.1 miles,
458427,10/04/2019 16:44:28,1570218225.98,29637,False,,662234,,1,860,2218,57,False,1570218789.31,1570220309.71,119,1570218789.31,1570218789.31,None,4.29 miles,
458426,10/04/2019 16:43:45,1570218223.91,52844,False,,662233,,1,250,2218,51,False,1570219090.53,1570219751.88,85,1570219090.53,1570219090.53,None,2.06 miles,
458425,10/04/2019 16:43:32,1570218210.51,52844,False,,662231,,1,250,2218,51,False,1570219090.53,1570219751.88,85,1570219090.53,1570219090.53,None,2.06 miles,
458424,10/04/2019 16:42:46,1570218160.83,44696,False,,662228,,1,500,2218,28,True,1570219340.36,1570220326.01,81,1570219340.36,1570219340.36,None,2.03 miles,
458423,10/04/2019 16:42:41,1570218158.86,25815,False,,662227,,1,430,2218,49,False,1570219149.29,1570219647.34,140,1570219149.29,1570219149.29,None,1.13 miles,
458422,10/04/2019 16:42:48,1570218157.07,7684,False,,662225,,1,520,2218,42,True,1570218817.5,1570220169.3,28,1570218817.5,1570218817.5,None,2.9 miles,
458421,10/04/2019 16:42:12,1570218130.89,52844,False,,662218,,1,250,2218,51,False,1570219081.96,1570219743.31,85,1570219081.96,1570219081.96,None,2.06 miles,
458420,10/04/2019 16:42:08,1570218123.95,7684,False,,662215,,1,520,2218,42,False,1570218804.68,1570220156.48,28,1570218804.68,1570218804.68,None,2.9 miles,
458419,10/04/2019 16:41:53,1570218110.99,7684,False,,662212,,1,520,2218,42,False,1570218804.68,1570220080.58,28,1570218804.68,1570218804.68,None,2.79 miles,
458418,10/04/2019 16:41:52,1570218110.0,25815,False,,662211,,1,430,2218,49,False,1570218260.0,1570218705.15,150,1570218260.0,1570218260.0,None,1.13 miles,
