Id,Last Update,Issue,Rider Id,Is Flex,Rider Status,Request Id,Ride type,Number Of Passengers,Ride Cost,Pricing Scheme Id,Van Id,Accepted,Pickup ETA,Dropoff ETA,Pickup Walk Duration,Internal Pickup ETA,External Pickup ETA,ETA Diff,Pricing Distance,Rider Trip Api Id
499857,10/15/2019 22:31:25,1571189479.58,36617,False,,734501,,1,500,2219,54,True,1571189845.28,1571190591.73,51,1571189845.28,1571189845.28,None,2.21 miles,
499856,10/15/2019 22:30:34,1571189422.52,51556,False,,734500,,1,470,2219,56,True,1571189687.95,1571190255.0,49,1571189687.95,1571189687.95,None,1.85 miles,
499855,10/15/2019 22:29:47,1571189380.94,53171,False,,734497,,1,860,2219,33,True,1571189560.94,1571190832.94,56,1571189560.94,1571189560.94,None,3.77 miles,
499854,10/15/2019 22:29:31,1571189369.1,28362,False,,734496,,1,670,2219,53,False,1571189820.24,1571190725.39,39,1571189820.24,1571189820.24,None,3.45 miles,
499853,10/15/2019 22:28:32,1571189311.19,56107,False,None,734494,,1,430,2219,56,False,1571189754.68,1571190113.58,14,1571189754.68,1571189754.68,None,0.67 miles,
499852,10/15/2019 22:28:23,1571189301.33,53171,False,,734493,,1,860,2219,33,False,1571189481.33,1571190753.33,56,1571189481.33,1571189481.33,None,3.77 miles,
499851,10/15/2019 22:25:33,1571189131.26,33,False,None,734490,,1,470,2219,38,False,1571189943.02,1571190362.87,24,1571189943.02,1571189943.02,None,1.52 miles,
499850,10/15/2019 22:25:27,1571189109.57,12020,False,,734489,,1,1180,2219,30,True,1571189569.65,1571191473.45,114,1571189569.65,1571189569.65,None,5.73 miles,
499849,10/15/2019 22:24:46,1571189084.77,12020,False,,734488,,1,1180,2219,30,False,1571189559.46,1571191463.26,114,1571189559.46,1571189559.46,None,5.73 miles,
499848,10/15/2019 22:24:42,1571189074.54,24025,False,,734487,,1,670,2219,52,True,1571189284.19,1571190466.49,97,1571189284.19,1571189284.19,None,3.6 miles,
499847,10/15/2019 22:24:18,1571189057.2,24025,False,,734486,,1,670,2219,38,False,1571189283.23,1571190349.38,121,1571189283.23,1571189283.23,None,3.6 miles,
499846,10/15/2019 22:23:33,1571189011.4,35973,False,,734485,,1,520,2219,52,False,1571189329.19,1571190420.64,135,1571189329.19,1571189329.19,None,2.91 miles,
499845,10/15/2019 22:21:32,1571188890.6,55783,False,,734484,,1,860,2219,62,False,1571189138.08,1571190622.83,151,1571189138.08,1571189138.08,None,4.3 miles,
499844,10/15/2019 22:21:20,1571188866.82,51220,False,,734483,,1,940,2219,28,True,1571189276.22,1571190689.67,63,1571189276.22,1571189276.22,None,4.37 miles,
499843,10/15/2019 22:20:55,1571188836.72,30227,False,None,734482,,1,670,2219,23,True,1571189235.77,1571190224.87,7,1571189235.77,1571189235.77,None,3.55 miles,
499842,10/15/2019 22:19:46,1571188785.38,33,False,None,734481,,1,470,2219,28,False,1571188968.23,1571189581.29,60,1571188968.23,1571188968.23,None,1.52 miles,
499841,10/15/2019 22:18:17,1571188691.39,20206,False,,734480,,1,860,2219,31,True,1571188827.62,1571190490.62,127,1571188827.62,1571188827.62,None,3.85 miles,
499840,10/15/2019 22:17:48,1571188666.53,46420,False,,734479,,6,1000,2219,62,False,1571189037.56,1571190208.36,46,1571189037.56,1571189037.56,None,3.49 miles,
499839,10/15/2019 22:17:06,1571188623.79,39692,False,,734478,,1,860,2219,38,False,1571188804.51,1571189916.66,134,1571188804.51,1571188804.51,None,3.97 miles,
499838,10/15/2019 22:17:03,1571188612.42,46420,False,,734477,,6,1000,2219,62,True,1571189019.77,1571190190.57,46,1571189019.77,1571189019.77,None,3.49 miles,
499837,10/15/2019 22:16:49,1571188601.73,46697,False,,734476,,1,670,2219,59,True,1571189012.28,1571190030.13,34,1571189012.28,1571189012.28,None,3.25 miles,
499836,10/15/2019 22:16:36,1571188594.34,46420,False,,734475,,1,670,2219,48,False,1571188844.93,1571190116.28,46,1571188844.93,1571188844.93,None,3.49 miles,
499835,10/15/2019 22:15:53,1571188551.04,53011,False,,734473,,1,500,2219,61,True,1571189060.49,1571189810.39,68,1571189060.49,1571189060.49,None,2.23 miles,
499834,10/15/2019 22:15:50,1571188542.74,56156,False,None,734474,,1,860,2219,47,True,1571189216.64,1571190731.29,74,1571189216.64,1571189216.64,None,3.98 miles,
499833,10/15/2019 22:15:50,1571188532.65,53011,False,,734473,,1,500,2219,47,False,1571189012.2,1571189762.1,68,1571189012.2,1571189012.2,None,2.23 miles,
499832,10/15/2019 22:15:31,1571188529.33,47860,False,,734472,,1,500,2219,59,False,1571189306.73,1571190101.48,110,1571189306.73,1571189306.73,None,2.38 miles,
499831,10/15/2019 22:15:24,1571188514.76,20931,False,,734471,,1,670,2219,43,True,1571188797.14,1571189867.89,19,1571188797.14,1571188797.14,None,3.22 miles,
499830,10/15/2019 22:15:17,1571188509.28,44533,False,,734470,,1,520,2219,50,True,1571188726.12,1571189624.37,109,1571188726.12,1571188726.12,None,2.58 miles,
499829,10/15/2019 22:14:43,1571188481.43,52959,False,,734468,,10,1520,2219,48,True,1571188843.95,1571189822.7,13,1571188843.95,1571188843.95,None,3.2 miles,
499828,10/15/2019 22:14:52,1571188480.08,47860,False,,734469,,1,500,2219,25,True,1571188917.08,1571189711.83,110,1571188917.08,1571188917.08,None,2.38 miles,
499827,10/15/2019 22:14:41,1571188477.09,52959,False,,734468,,10,1520,2219,45,False,1571188636.25,1571189615.0,13,1571188636.25,1571188636.25,None,3.2 miles,
499826,10/15/2019 22:14:39,1571188469.66,30313,False,,734467,,1,430,2219,45,True,1571188830.84,1571189296.69,32,1571188830.84,1571188830.84,None,1.1 miles,
499825,10/15/2019 22:14:29,1571188462.81,53718,False,,734466,,1,860,2219,30,True,1571188856.12,1571190147.67,9,1571188856.12,1571188856.12,None,4.19 miles,
499824,10/15/2019 22:14:12,1571188450.04,47860,False,,734465,,1,500,2219,30,False,1571188795.04,1571189493.19,7,1571188795.04,1571188795.04,None,2.07 miles,
499823,10/15/2019 22:14:04,1571188443.07,46420,False,,734464,,1,670,2219,23,False,1571188751.27,1571189819.72,56,1571188751.27,1571188751.27,None,3.44 miles,
499822,10/15/2019 22:13:56,1571188428.32,53718,False,,734463,,1,860,2219,48,True,1571188856.12,1571190147.67,9,1571188856.12,1571188856.12,None,4.19 miles,
499821,10/15/2019 22:13:40,1571188419.19,33,False,None,734462,,1,470,2219,28,False,1571188978.65,1571189398.5,24,1571188978.65,1571188978.65,None,1.52 miles,
499820,10/15/2019 22:13:12,1571188391.18,53718,False,,734461,,1,860,2219,30,False,1571188644.18,1571190020.83,83,1571188644.18,1571188644.18,None,3.91 miles,
499819,10/15/2019 22:13:13,1571188383.56,47860,False,,734460,,1,500,2219,30,True,1571188728.56,1571189426.71,7,1571188728.56,1571188728.56,None,2.0 miles,
499818,10/15/2019 22:12:06,1571188317.88,47860,False,,734459,,1,500,2219,30,True,1571188662.88,1571189361.03,7,1571188662.88,1571188662.88,None,2.0 miles,
499817,10/15/2019 22:11:53,1571188307.78,21941,False,,734458,,1,470,2219,56,True,1571188653.96,1571189428.01,99,1571188653.96,1571188653.96,None,1.41 miles,
499816,10/15/2019 22:11:38,1571188291.31,26076,False,,734457,,1,520,2219,51,True,1571188573.37,1571189429.07,128,1571188573.37,1571188573.37,None,2.76 miles,
499815,10/15/2019 22:11:24,1571188274.22,26965,False,,734456,,1,860,2219,42,True,1571188982.11,1571190186.26,20,1571188982.11,1571188982.11,None,3.72 miles,
499814,10/15/2019 22:10:58,1571188256.78,56269,False,None,734455,,1,860,2219,50,False,1571188858.76,1571190097.41,48,1571188858.76,1571188858.76,None,3.83 miles,
499813,10/15/2019 22:11:09,1571188252.13,21941,False,,734454,,1,470,2219,56,True,1571188403.99,1571189312.59,132,1571188403.99,1571188403.99,None,1.9 miles,
499812,10/15/2019 22:08:37,1571188115.78,26965,False,,734453,,1,860,2219,50,False,1571188663.16,1571189867.32,20,1571188663.16,1571188663.16,None,3.72 miles,
499811,10/15/2019 22:08:44,1571188109.8,532,False,,734452,,1,940,2219,44,True,1571188606.6,1571190519.15,116,1571188606.6,1571188606.6,None,4.92 miles,
