Id,Last Update,Issue,Rider Id,Is Flex,Rider Status,Request Id,Ride type,Number Of Passengers,Ride Cost,Pricing Scheme Id,Van Id,Accepted,Pickup ETA,Dropoff ETA,Pickup Walk Duration,Internal Pickup ETA,External Pickup ETA,ETA Diff,Pricing Distance,Rider Trip Api Id
564057,10/31/2019 19:16:37,1572560189.17,31355,False,,830007,,1,860,2219,63,True,1572561048.08,1572562718.08,51,1572561048.08,1572561048.08,None,4.07 miles,
564056,10/31/2019 19:16:23,1572560181.14,56439,False,None,830000,,2,520,2219,63,False,1572560987.59,1572561498.59,41,1572560987.59,1572560987.59,None,1.51 miles,
564055,10/31/2019 19:16:18,1572560175.85,42454,False,None,829997,,1,860,2219,63,False,1572561368.59,1572562926.59,28,1572561368.59,1572561368.59,None,3.77 miles,
564054,10/31/2019 19:15:54,1572560135.6,2102,False,,829981,,1,470,2219,45,True,1572561127.45,1572562466.45,66,1572561127.45,1572561127.45,None,1.71 miles,
564053,10/31/2019 19:15:10,1572560096.34,11729,False,,829961,,1,670,2219,26,True,1572561086.74,1572562766.74,138,1572561086.74,1572561086.74,None,3.43 miles,
564052,10/31/2019 19:14:14,1572560046.06,31355,False,,829936,,1,860,2219,63,True,1572561134.18,1572562804.18,56,1572561134.18,1572561134.18,None,4.07 miles,
564051,10/31/2019 19:13:52,1572560018.28,436,False,,829914,,1,500,2219,57,True,1572561172.79,1572562311.79,67,1572561172.79,1572561172.79,None,2.41 miles,
564050,10/31/2019 19:12:49,1572559946.2,51904,False,,829883,,1,500,2219,51,True,1572560667.65,1572561682.65,99,1572560667.65,1572560667.65,None,1.95 miles,
564049,10/31/2019 19:12:42,1572559942.2,29505,False,,829880,,1,500,2219,58,True,1572560935.93,1572561934.93,33,1572560935.93,1572560935.93,None,2.01 miles,
564048,10/31/2019 19:12:21,1572559938.34,40301,False,,829877,,1,940,2219,45,False,1572560778.87,1572562259.87,54,1572560778.87,1572560778.87,None,4.39 miles,
564047,10/31/2019 19:12:33,1572559934.17,59157,False,None,829874,,1,670,2219,45,True,1572561113.75,1572563542.75,47,1572561113.75,1572561113.75,None,3.21 miles,
564046,10/31/2019 19:12:05,1572559921.18,23108,False,,829869,,1,680,2222,57,False,1572561389.72,1572562202.72,185,1572561389.72,1572561389.72,None,2.35 miles,
564045,10/31/2019 19:12:04,1572559921.09,36883,False,,829868,,1,1000,2222,45,False,1572560935.62,1572562236.62,55,1572560935.62,1572560935.62,None,3.73 miles,
564044,10/31/2019 19:11:49,1572559906.25,56439,False,None,829862,,2,520,2219,58,False,1572560967.46,1572561478.46,41,1572560967.46,1572560967.46,None,1.51 miles,
564043,10/31/2019 19:11:54,1572559904.96,1434,False,,829861,,1,430,2219,35,True,1572560862.99,1572561384.99,21,1572560862.99,1572560862.99,None,1.09 miles,
564042,10/31/2019 19:11:22,1572559873.93,39895,False,,829851,,1,1200,2219,52,True,1572560847.07,1572563593.07,78,1572560847.07,1572560847.07,None,6.43 miles,
564041,10/31/2019 19:10:13,1572559809.62,55382,False,,829829,,1,940,2219,45,False,1572560928.92,1572563380.92,104,1572560928.92,1572560928.92,None,4.67 miles,
564040,10/31/2019 19:10:04,1572559801.27,36883,False,,829824,,1,1000,2222,45,False,1572560917.81,1572562218.81,55,1572560917.81,1572560917.81,None,3.73 miles,
564039,10/31/2019 19:08:54,1572559725.67,25480,False,,829793,,1,430,2219,62,True,1572559800.62,1572560099.62,58,1572559800.62,1572559800.62,None,1.04 miles,
564038,10/31/2019 19:08:41,1572559705.97,55268,False,None,829783,,1,520,2219,28,True,1572560830.3,1572562142.3,43,1572560830.3,1572560830.3,None,2.54 miles,
564037,10/31/2019 19:08:23,1572559684.39,59138,False,None,829776,,2,990,2219,54,True,1572560852.24,1572562538.24,119,1572560852.24,1572560852.24,None,4.93 miles,
564036,10/31/2019 19:08:12,1572559681.72,1337,False,,829773,,1,940,2222,60,True,1572560644.56,1572562576.56,32,1572560644.56,1572560644.56,None,4.84 miles,
564035,10/31/2019 19:08:09,1572559681.74,40946,False,,829774,,2,990,2222,60,True,1572560449.58,1572562451.58,288,1572560449.58,1572560449.58,None,4.89 miles,
564034,10/31/2019 19:08:04,1572559681.34,36883,False,,829769,,1,1000,2222,45,False,1572560896.65,1572562197.65,55,1572560896.65,1572560896.65,None,3.73 miles,
564033,10/31/2019 19:07:48,1572559665.05,55268,False,None,829763,,1,520,2219,28,False,1572560821.19,1572562133.19,43,1572560821.19,1572560821.19,None,2.54 miles,
564032,10/31/2019 19:07:47,1572559655.77,39534,False,,829760,,1,520,2219,59,True,1572560855.42,1572561812.42,49,1572560855.42,1572560855.42,None,2.77 miles,
564031,10/31/2019 19:07:04,1572559616.88,46995,False,,829739,,1,430,2219,25,True,1572560402.8,1572560720.8,21,1572560402.8,1572560402.8,None,0.89 miles,
564030,10/31/2019 19:07:11,1572559614.19,46908,False,,829738,,2,455,2219,53,True,1572560505.58,1572562863.58,91,1572560505.58,1572560505.58,None,4.02 miles,
564029,10/31/2019 19:06:37,1572559578.09,15170,False,,829713,,1,520,2219,38,True,1572560757.98,1572562316.98,69,1572560757.98,1572560757.98,None,2.69 miles,
564028,10/31/2019 19:06:05,1572559561.72,58986,False,None,829700,,1,670,2219,56,False,1572559939.38,1572561538.38,45,1572559939.38,1572559939.38,None,3.26 miles,
564027,10/31/2019 19:06:20,1572559549.11,59138,False,None,829687,,1,940,2219,60,True,1572560636.85,1572562317.85,119,1572560636.85,1572560636.85,None,4.93 miles,
564026,10/31/2019 19:05:36,1572559528.23,31893,False,,829672,,1,500,2219,29,True,1572560691.3,1572561833.3,37,1572560691.3,1572560691.3,None,2.26 miles,
