Id,Live,Status,Tip,Ride type,Rider Id,Rider Status,Request Id,Request time,# pax,Proposal Id,Driver Id,Van Id,Ride Cost,Pricing Scheme Id,Accepted,Paid Amount,Profile,Finance Links,Ride Payment Status,Proposed pickup,Proposed ETA,Original Pickup (before reassignment),I'm Here vs. Proposal,SMS vs. I'm Here,Pickup time,Dropoff,Cancelled,Description,Driver Error,City
180784,False,Finished,R$0,,19187,,817923,10/30/2019 18:07:01,1,557304,98,55,940,2222,1572469643.38,R$9.40,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180783,False,Canceled by rider,R$0,,43448,,817926,10/30/2019 18:07:03,1,557300,120,29,0,2222,1572469636.47,R$0,No Profile Detected,None,Free,None,,,,,None,None,1572469649.67,None,None,GYN
180782,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=180782">Feedback: 5</a>,R$0,,30186,,817918,10/30/2019 18:06:44,2,557297,22,32,780,2222,1572469629.98,R$7.80,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180781,False,Canceled by rider,R$0,,44064,,817893,10/30/2019 18:05:57,2,557291,93,51,0,2222,1572469584.33,R$0,No Profile Detected,None,Free,None,,,,,None,None,1572470140.43,None,None,GYN
180780,False,Finished,R$0,,694,,817892,10/30/2019 18:05:56,1,557288,74,27,680,2222,1572469575.74,R$6.80,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180779,False,Finished,R$0,,2008,,817877,10/30/2019 18:05:16,1,557289,135,36,680,2222,1572469571.95,R$6.80,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180778,False,Finished,R$0,,47305,,817883,10/30/2019 18:05:32,1,557285,114,47,730,2222,1572469548.59,R$7.30,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180777,False,Canceled by rider,R$0,,35343,,817878,10/30/2019 18:05:19,1,557282,88,40,0,2222,1572469542.27,R$0,No Profile Detected,None,Free,None,,,,,None,None,1572469569.0,None,None,GYN
180776,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=180776">Feedback: 5</a>,R$0,,8457,,817879,10/30/2019 18:05:20,1,557283,97,35,680,2222,1572469540.81,R$6.80,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180775,False,Finished,R$0,,1087,,817873,10/30/2019 18:05:01,1,557278,97,35,730,2222,1572469521.12,R$7.30,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180774,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=180774">Feedback: 5</a>,R$0,,36707,,817871,10/30/2019 18:04:59,1,557277,96,56,680,2222,1572469518.0,R$6.80,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180773,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=180773">Feedback: 5</a>,R$0,,43314,,817860,10/30/2019 18:04:12,1,557273,135,36,680,2222,1572469482.8,R$6.80,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180772,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=180772">Feedback: 5</a>,R$0,,33647,,817859,10/30/2019 18:04:12,1,557272,121,28,1000,2222,1572469474.89,R$10,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180771,False,Finished,R$0,,56316,,817856,10/30/2019 18:04:02,1,557270,94,48,680,2221,1572469464.77,R$6.80,No Profile Detected,None,Paid (Direct Payment),None,,None,None,None,None,None,None,None,None,GYN
180770,False,Finished,R$0,,8719,,817835,10/30/2019 18:03:28,1,557261,105,58,940,2222,1572469425.17,R$9.40,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180769,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=180769">Feedback: 5</a>,R$0,,38357,,817831,10/30/2019 18:03:18,1,557259,22,32,730,2222,1572469423.66,R$7.30,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180768,False,Canceled by rider,R$0,,50484,,817821,10/30/2019 18:02:54,1,557254,34,60,0,2222,1572469403.08,R$0,No Profile Detected,None,Free,None,,,,,None,None,1572470010.53,None,None,GYN
180767,False,Finished,R$0,,50607,,817813,10/30/2019 18:02:27,1,557247,93,51,570,2221,1572469360.25,R$5.70,No Profile Detected,None,Paid (Credits),None,,None,None,None,None,None,None,None,None,GYN
180766,False,Finished,R$0,,58921,None,817792,10/30/2019 18:01:53,1,557237,88,40,680,2222,1572469337.22,R$6.80,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
180765,False,Canceled by rider,R$0,,26668,,817782,10/30/2019 18:01:33,1,557231,134,42,0,2222,1572469325.31,R$0,No Profile Detected,None,Free,None,,,,,None,None,1572469937.18,None,None,GYN
180764,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=180764">Feedback: 5</a>,R$0,,58094,,817781,10/30/2019 18:01:32,2,557232,132,31,990,2222,1572469313.43,R$9.90,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180763,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=180763">Feedback: 5</a>,R$0,,38204,,817779,10/30/2019 18:01:27,1,557229,110,41,730,2222,1572469307.07,R$7.30,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180762,False,Finished,R$0,,39713,,817766,10/30/2019 18:01:05,1,557226,95,57,940,2222,1572469289.28,R$9.40,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
180761,False,Finished,R$0,,31843,,817763,10/30/2019 18:00:58,3,557225,93,51,830,2222,1572469284.05,R$8.30,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
