Id,Live,Status,Tip,Ride type,Rider Id,Rider Status,Request Id,Request time,# pax,Proposal Id,Driver Id,Van Id,Ride Cost,Pricing Scheme Id,Accepted,Paid Amount,Profile,Finance Links,Ride Payment Status,Proposed pickup,Proposed ETA,Original Pickup (before reassignment),I'm Here vs. Proposal,SMS vs. I'm Here,Pickup time,Dropoff,Cancelled,Description,Driver Error,City
151384,False,Finished,R$0,,43458,,703331,10/10/2019 12:59:51,1,479721,134,54,520,2218,1570723209.66,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151383,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151383">Feedback: 5</a>,R$0,,168,,703324,10/10/2019 12:59:32,3,479716,100,58,600,2218,1570723181.47,R$6,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151382,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151382">Feedback: 5</a>,R$0,,14498,,703320,10/10/2019 12:59:09,1,479713,21,57,500,2218,1570723161.89,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151381,False,Finished,R$0,,43625,,703319,10/10/2019 12:59:01,1,479712,111,28,520,2218,1570723153.49,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151380,False,Finished,R$0,,13041,,703318,10/10/2019 12:58:58,1,479711,118,26,670,2218,1570723148.48,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151379,False,Canceled by rider,R$0,,1390,,703316,10/10/2019 12:58:51,2,479710,136,49,0,2218,1570723142.39,R$0,No Profile Detected,None,Free,None,,,,,None,None,1570723471.4,None,None,GYN
151378,False,Finished,R$0,,28750,,703314,10/10/2019 12:58:27,1,479708,118,26,670,2218,1570723118.17,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151377,False,Finished,R$0,,39302,,703307,10/10/2019 12:57:21,1,479701,20,38,670,2218,1570723050.94,R$6.70,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
151376,False,Finished,R$0,,1420,,703302,10/10/2019 12:57:13,1,479698,122,25,520,2218,1570723045.22,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151375,False,Finished,R$0,,53168,,703304,10/10/2019 12:57:14,1,479699,24,36,335,2218,1570723043.84,R$0,No Profile Detected,None,Payment Failed,None,,,None,None,None,None,None,None,None,GYN
151374,False,Finished,R$0,,2671,,703299,10/10/2019 12:56:36,1,479695,122,25,470,2218,1570723016.76,R$4.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151373,False,Finished,R$0,,50320,,703296,10/10/2019 12:56:24,1,479692,43,47,940,2218,1570723001.01,R$9.40,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151372,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151372">Feedback: 5</a>,R$0,,55244,None,703292,10/10/2019 12:55:59,1,479687,82,29,520,2218,1570722976.78,R$5.20,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
151371,False,Finished,R$0,,20048,,703287,10/10/2019 12:55:45,1,479683,62,40,430,2218,1570722958.07,R$4.30,No Profile Detected,None,Paid (Direct Payment),None,,,None,,None,None,None,None,None,GYN
151370,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151370">Feedback: 5</a>,R$0,,34239,,703282,10/10/2019 12:55:10,1,479678,136,49,520,2218,1570722936.87,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151369,False,Finished,R$0,,41674,,703276,10/10/2019 12:54:40,1,479672,137,32,470,2218,1570722907.81,R$4.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151368,False,No show,R$0,,54532,None,703279,10/10/2019 12:54:54,1,479675,76,44,0,2218,1570722905.24,R$0,No Profile Detected,None,Free,None,,,None,None,None,None,None,None,None,GYN
151367,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151367">Feedback: 5</a>,R$0,,21072,,703277,10/10/2019 12:54:44,1,479673,122,25,1180,2218,1570722898.4,R$11.80,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
151366,False,Canceled by rider,R$0,,54821,None,703275,10/10/2019 12:54:36,1,479671,67,34,0,2218,1570722891.19,R$0,No Profile Detected,None,Free,None,,,,,None,None,1570722924.67,None,None,GYN
151365,False,Finished,R$0,,43652,,703272,10/10/2019 12:54:04,1,479669,66,33,500,2218,1570722853.9,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151364,False,Finished,R$0,,42071,,703269,10/10/2019 12:53:50,1,479668,136,49,500,2218,1570722839.98,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151363,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151363">Feedback: 5</a>,R$0,,21212,,703264,10/10/2019 12:53:31,1,479662,135,52,520,2218,1570722829.94,R$5.20,No Profile Detected,None,Paid (Direct Payment and Credits),None,,,None,None,None,None,None,None,None,GYN
151362,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151362">Feedback: 5</a>,R$0,,545,,703259,10/10/2019 12:52:58,1,479660,89,55,1140,2218,1570722786.97,R$11.40,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151361,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151361">Feedback: 5</a>,R$0,,41246,,703253,10/10/2019 12:52:34,1,479655,71,43,670,2218,1570722768.46,R$6.70,No Profile Detected,None,Paid (Credits),None,,,,,None,None,None,None,None,GYN
151360,False,Finished,R$0,,54555,None,703249,10/10/2019 12:52:01,1,479653,78,62,520,2218,1570722731.5,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151359,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151359">Feedback: 5</a>,R$0,,46233,,703248,10/10/2019 12:51:53,1,479652,118,26,520,2218,1570722724.85,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151358,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151358">Feedback: 4</a>,R$0,,52712,,703243,10/10/2019 12:51:06,1,479649,24,36,670,2218,1570722687.46,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151357,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151357">Feedback: 5</a>,R$0,,26258,,703240,10/10/2019 12:51:02,3,479643,66,33,770,2218,1570722672.74,R$7.70,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
151356,False,Finished,R$0,,25822,,703236,10/10/2019 12:50:35,1,479641,100,58,470,2218,1570722645.59,R$4.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151355,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151355">Feedback: 5</a>,R$0,,4228,,703227,10/10/2019 12:49:51,1,479635,118,26,670,2218,1570722604.79,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151354,False,Canceled by rider,R$0,,16096,None,703226,10/10/2019 12:49:50,1,479633,125,51,0,2218,1570722604.21,R$0,No Profile Detected,None,Free,None,,,,,None,None,1570722613.83,None,None,GYN
151353,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151353">Feedback: 5</a>,R$0,,52993,,703219,10/10/2019 12:49:16,2,479631,35,42,570,2218,1570722586.98,R$5.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151352,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151352">Feedback: 4</a>,R$0,,47868,,703217,10/10/2019 12:49:11,1,479627,55,46,860,2218,1570722562.42,R$8.60,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151351,False,Finished,R$0,,30705,,703208,10/10/2019 12:47:58,1,479619,30,45,470,2218,1570722490.0,R$4.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151350,False,Finished,R$0,,43869,,703206,10/10/2019 12:47:45,1,479617,27,48,670,2218,1570722478.6,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151349,False,Canceled by rider,R$0,,11728,,703201,10/10/2019 12:47:24,1,479612,78,62,0,2218,1570722459.6,R$0,No Profile Detected,None,Free,None,,,,,None,None,1570722493.58,None,None,GYN
151348,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151348">Feedback: 4</a>,R$0,,29003,,703197,10/10/2019 12:46:48,1,479608,135,52,470,2218,1570722423.08,R$4.70,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
151347,False,Finished,R$0,,45982,,703190,10/10/2019 12:45:54,1,479602,81,31,500,2218,1570722368.78,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151346,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151346">Feedback: 5</a>,R$0,,35387,,703192,10/10/2019 12:45:58,1,479603,118,26,860,2218,1570722367.98,R$8.60,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151345,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151345">Feedback: 5</a>,R$0,,30153,,703189,10/10/2019 12:45:51,1,479600,136,49,500,2218,1570722361.7,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151344,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151344">Feedback: 5</a>,R$0,,1670,,703184,10/10/2019 12:45:17,1,479595,38,56,500,2218,1570722336.65,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151343,False,Finished,R$0,,40785,,703183,10/10/2019 12:45:07,2,479594,38,56,570,2218,1570722332.24,R$5.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151342,False,Finished,R$0,,55028,None,703180,10/10/2019 12:45:03,4,479591,38,56,820,2218,1570722314.33,R$8.20,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
151341,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151341">Feedback: 5</a>,R$0,,20843,,703172,10/10/2019 12:44:05,1,479583,118,26,430,2218,1570722273.45,R$4.30,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151340,False,Finished,R$0,,2035,,703162,10/10/2019 12:43:31,1,479573,67,34,860,2218,1570722226.37,R$8.60,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151339,False,Finished,R$0,,13634,,703159,10/10/2019 12:43:14,1,479571,89,55,520,2218,1570722215.8,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151338,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151338">Feedback: 5</a>,R$0,,53122,,703160,10/10/2019 12:43:15,1,479570,38,56,670,2218,1570722206.12,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151337,False,Finished,R$0,,41794,,703149,10/10/2019 12:41:51,2,479560,124,59,285,2218,1570722123.8,R$2.85,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151336,False,Finished,R$0,,48160,,703147,10/10/2019 12:41:37,1,479558,82,29,470,2218,1570722113.38,R$4.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151335,False,Finished,R$0,,44530,,703144,10/10/2019 12:41:09,1,479555,20,38,500,2218,1570722080.58,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151334,False,Finished,R$0,,4210,,703142,10/10/2019 12:40:39,1,479552,18,53,470,2218,1570722051.85,R$4.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151333,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151333">Feedback: 5</a>,R$0,,50054,,703139,10/10/2019 12:40:22,1,479549,21,57,520,2218,1570722042.38,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151332,False,Canceled by admin,R$0,,50564,,703140,10/10/2019 12:40:25,1,479550,137,32,0,2218,1570722038.35,R$0,No Profile Detected,None,Free,None,,,None,None,None,None,1570723717.63,None,None,GYN
151331,False,Finished,R$0,,47954,,703137,10/10/2019 12:40:04,1,479547,38,56,470,2218,1570722024.96,R$4.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151330,False,Canceled by rider,R$0,,8074,,703134,10/10/2019 12:39:57,1,479544,35,42,0,2218,1570722019.91,R$0,No Profile Detected,None,Free,None,,,None,None,None,None,1570722204.57,None,None,GYN
151329,False,Canceled by rider,R$0,,32276,None,703129,10/10/2019 12:38:56,1,479540,81,31,0,2218,1570721950.06,R$0,No Profile Detected,None,Free,None,,,,,None,None,1570722135.78,None,None,GYN
151328,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151328">Feedback: 5</a>,R$0,,37537,,703128,10/10/2019 12:38:53,5,479539,133,50,670,2218,1570721943.38,R$6.70,No Profile Detected,None,Paid (Direct Payment and Credits),None,,,None,None,None,None,None,None,None,GYN
151327,False,Finished,R$0,,5035,,703127,10/10/2019 12:38:49,1,479538,20,38,1180,2218,1570721942.32,R$11.80,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151326,False,Canceled by rider,R$0,,50054,,703122,10/10/2019 12:38:11,1,479535,21,57,0,2218,1570721910.98,R$0,No Profile Detected,None,Free,None,,,,,None,None,1570722016.99,None,None,GYN
151325,False,Finished,R$0,,3782,,703119,10/10/2019 12:38:06,1,479533,78,62,670,2218,1570721904.92,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151324,False,Finished,R$0,,21555,,703120,10/10/2019 12:38:06,2,479530,89,55,550,2218,1570721901.75,R$5.50,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151323,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151323">Feedback: 5</a>,R$0,,51186,None,703117,10/10/2019 12:37:48,1,479526,137,32,520,2218,1570721885.69,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151322,False,Canceled by rider,R$0,,43208,,703108,10/10/2019 12:35:50,1,479517,20,38,0,2218,1570721760.51,R$0,No Profile Detected,None,Free,None,,,,,None,None,1570721798.47,None,None,GYN
151321,False,Finished,R$0,,19669,,703106,10/10/2019 12:35:04,1,479515,136,49,670,2218,1570721715.56,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151320,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151320">Feedback: 5</a>,R$0,,43570,,703105,10/10/2019 12:34:59,2,479514,124,59,570,2218,1570721714.65,R$5.70,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
151319,False,Finished,R$0,,20892,,703104,10/10/2019 12:34:47,1,479513,78,62,520,2218,1570721709.67,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151318,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151318">Feedback: 5</a>,R$0,,15550,,703103,10/10/2019 12:34:40,1,479512,18,53,520,2218,1570721700.23,R$5.20,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
151317,False,Finished,R$0,,50448,,703101,10/10/2019 12:34:10,1,479511,41,30,470,2218,1570721660.99,R$4.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151316,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151316">Feedback: 5</a>,R$0,,53458,,703097,10/10/2019 12:33:34,1,479506,43,47,860,2218,1570721646.68,R$8.60,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151315,False,Finished,R$0,,51654,,703098,10/10/2019 12:33:47,1,479507,116,27,860,2218,1570721643.76,R$8.60,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151314,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151314">Feedback: 5</a>,R$0,,53847,,703095,10/10/2019 12:33:15,2,479504,67,34,570,2218,1570721609.69,R$5.70,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
151313,False,Finished,R$0,,14601,,703088,10/10/2019 12:31:31,1,479497,76,44,520,2218,1570721508.8,R$5.20,No Profile Detected,None,Paid (Direct Payment and Credits),None,,,None,None,None,None,None,None,None,GYN
151312,False,Finished,R$0,,55325,None,703079,10/10/2019 12:29:56,1,479488,111,28,670,2218,1570721425.27,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151311,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151311">Feedback: 5</a>,R$0,,15398,,703078,10/10/2019 12:29:30,1,479487,134,54,500,2218,1570721384.44,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151310,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151310">Feedback: 3</a>,R$0,,36883,,703077,10/10/2019 12:29:19,1,479486,135,52,860,2218,1570721383.95,R$8.60,No Profile Detected,None,Paid (Direct Payment and Credits),None,,,None,None,None,None,None,None,None,GYN
151309,False,Finished,R$0,,52274,,703076,10/10/2019 12:28:36,2,479485,67,34,910,2218,1570721323.47,R$9.10,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151308,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151308">Feedback: 4</a>,R$0,,54787,,703072,10/10/2019 12:28:08,1,479481,82,29,430,2218,1570721309.11,R$4.30,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
151307,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=151307">Feedback: 5</a>,R$0,,40339,,703073,10/10/2019 12:28:09,1,479482,55,46,470,2218,1570721306.28,R$4.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
