Id,Live,Status,Tip,Ride type,Rider Id,Rider Status,Request Id,Request time,# pax,Proposal Id,Driver Id,Van Id,Ride Cost,Pricing Scheme Id,Accepted,Paid Amount,Profile,Finance Links,Ride Payment Status,Proposed pickup,Proposed ETA,Original Pickup (before reassignment),I'm Here vs. Proposal,SMS vs. I'm Here,Pickup time,Dropoff,Cancelled,Description,Driver Error,City
181684,False,Finished,R$0,,17546,,821921,10/31/2019 08:40:36,1,559692,18,53,520,2218,1572522058.05,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181683,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=181683">Feedback: 5</a>,R$0,,29348,,821917,10/31/2019 08:40:16,1,559689,70,59,500,2218,1572522028.1,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181682,False,Finished,R$0,,52537,,821915,10/31/2019 08:40:08,1,559687,70,59,860,2218,1572522023.17,R$8.60,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
181681,False,Finished,R$0,,46321,,821910,10/31/2019 08:39:42,1,559683,118,26,520,2218,1572522004.52,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181680,False,Canceled by rider,R$0,,40543,,821907,10/31/2019 08:39:24,1,559680,81,31,0,2218,1572521995.14,R$0,No Profile Detected,None,Free,None,,,None,None,None,None,1572522029.09,None,None,GYN
181679,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=181679">Feedback: 5</a>,R$0,,35060,,821909,10/31/2019 08:39:35,1,559682,62,40,670,2218,1572521992.01,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181678,False,Canceled by rider,R$0,,39844,,821908,10/31/2019 08:39:27,1,559681,43,47,0,2218,1572521986.91,R$0,No Profile Detected,None,Free,None,,,,,None,None,1572522028.3,None,None,GYN
181677,False,Finished,R$0,,19912,,821902,10/31/2019 08:38:56,1,559675,67,34,500,2218,1572521966.35,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181676,False,Canceled by rider,R$0,,29348,,821904,10/31/2019 08:38:59,1,559677,76,44,0,2218,1572521952.55,R$0,No Profile Detected,None,Free,None,,,,,None,None,1572521992.47,None,None,GYN
181675,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=181675">Feedback: 5</a>,R$0,,49689,,821898,10/31/2019 08:38:46,1,559669,116,27,860,2218,1572521944.84,R$8.60,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181674,False,Finished,R$0,,54706,,821894,10/31/2019 08:38:30,1,559667,80,51,670,2218,1572521935.53,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,,None,None,None,None,None,GYN
181673,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=181673">Feedback: 5</a>,R$0,,31004,,821889,10/31/2019 08:38:00,1,559664,18,53,520,2218,1572521904.22,R$5.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181672,False,Canceled by rider,R$0,,46321,,821877,10/31/2019 08:36:14,1,559651,118,26,0,2218,1572521807.87,R$0,No Profile Detected,None,Free,None,,,,,None,None,1572521835.44,None,None,GYN
181671,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=181671">Feedback: 5</a>,R$0,,51312,,821876,10/31/2019 08:36:13,1,559649,92,50,500,2218,1572521792.93,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181670,False,Finished,R$0,,54749,,821878,10/31/2019 08:36:15,1,559650,70,59,1180,2218,1572521792.57,R$11.80,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181669,False,Canceled by rider,R$0,,10757,None,821861,10/31/2019 08:33:53,1,559643,89,61,0,2218,1572521653.95,R$0,No Profile Detected,None,Free,None,,,,,None,None,1572521668.47,None,None,GYN
181668,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=181668">Feedback: 5</a>,R$0,,57882,,821860,10/31/2019 08:33:30,1,559642,138,55,470,2218,1572521625.16,R$4.70,No Profile Detected,None,Paid (Credits),None,,,None,None,None,None,None,None,None,GYN
181667,False,Canceled by rider,R$0,,19673,,821858,10/31/2019 08:33:04,2,559640,64,29,0,2218,1572521596.64,R$0,No Profile Detected,None,Free,None,,,,,None,None,1572522273.59,None,None,GYN
181666,False,No show,R$0,,51920,,821854,10/31/2019 08:32:38,2,559636,54,23,0,2218,1572521592.34,R$0,No Profile Detected,None,Free,None,,,None,None,None,None,None,None,None,GYN
181665,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=181665">Feedback: 5</a>,R$0,,38011,,821856,10/31/2019 08:32:56,1,559638,18,53,500,2218,1572521589.97,R$5,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181664,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=181664">Feedback: 5</a>,R$0,,21072,,821853,10/31/2019 08:32:36,1,559635,131,24,670,2218,1572521573.79,R$6.70,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181663,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=181663">Feedback: 5</a>,R$0,,51444,,821852,10/31/2019 08:32:25,5,559634,118,26,720,2218,1572521564.44,R$7.20,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
181662,False,Finished<br/><a href="/admin/rider/riderfeedback/?flt1_9=181662">Feedback: 1</a>,R$0,,29637,,821850,10/31/2019 08:31:56,1,559633,38,56,940,2218,1572521535.63,R$9.40,No Profile Detected,None,Paid (Direct Payment),None,,,None,None,None,None,None,None,None,GYN
