Whitelist id,Intersection id,Intersection name,Short description,Street,Number,Corner,Place of business,Bearing,Latitude,Longitude,Service id,Service name,Street view
12591,1566,[Unset] & [Unset],Avenida T-2,Avenida T-2,2047,,,141.574,-16.690799,-49.282232,10,gyn_west,"https://www.instantstreetview.com/@-16.690799,-49.282232,141.574h,0p,1z"
12598,1571,[Unset] & [Unset],Avenida 85,Avenida 85,,,Napoli Fashion Baby and Kids,177.835,-16.697077,-49.264564,10,gyn_west,"https://www.instantstreetview.com/@-16.697077,-49.264564,177.835h,0p,1z"
12600,1572,Avenida T-5 & Avenida T-10,Avenida T-10,Avenida T-10,1018,,Sol e Energia,-114.703,-16.706506,-49.269753,10,gyn_west,"https://www.instantstreetview.com/@-16.706506,-49.269753,-114.703h,0p,1z"
12601,1572,Avenida T-5 & Avenida T-10,Avenida T-11,Avenida T-11,,,,110.435,-16.706581,-49.269513,10,gyn_west,"https://www.instantstreetview.com/@-16.706581,-49.269513,110.435h,0p,1z"
12602,1573,[Unset] & [Unset],rua 87,rua 87,598,,,-97.6572,-16.69081,-49.259643,10,gyn_west,"https://www.instantstreetview.com/@-16.69081,-49.259643,-97.6572h,0p,1z"
12607,1575,Rua R-12 & Rua Doutor Antônio Gomes Frota,rua R-12,rua R-12,,,,143.839,-16.684409,-49.275428,10,gyn_west,"https://www.instantstreetview.com/@-16.684409,-49.275428,143.839h,0p,1z"
12609,1778,[Unset] & [Unset],rua 87,rua 87,,,,71.7952,-16.690381,-49.25554,10,gyn_west,"https://www.instantstreetview.com/@-16.690381,-49.25554,71.7952h,0p,1z"
12614,1580,Rua T-64 & Rua T-36,rua T-64,rua T-64,,,,-92.9633,-16.715675,-49.264797,10,gyn_west,"https://www.instantstreetview.com/@-16.715675,-49.264797,-92.9633h,0p,1z"
12616,1581,Avenida 85 & Rua 85-A,rua 85-A,rua 85-A,,,,118.682,-16.683826,-49.257916,10,gyn_west,"https://www.instantstreetview.com/@-16.683826,-49.257916,118.682h,0p,1z"
12617,1581,Avenida 85 & Rua 85-A,Avenida 85,Avenida 85,145,,,26.5526,-16.683586,-49.257913,10,gyn_west,"https://www.instantstreetview.com/@-16.683586,-49.257913,26.5526h,0p,1z"
12622,1584,Rua T-29 & Rua T-47,rua T-47,rua T-47,780,,,-128.289,-16.691449,-49.280298,10,gyn_west,"https://www.instantstreetview.com/@-16.691449,-49.280298,-128.289h,0p,1z"
12626,2666,[Unset] & [Unset],Avenida T-14,Avenida T-14,535,,,-92.4558,-16.720243,-49.264731,10,gyn_west,"https://www.instantstreetview.com/@-16.720243,-49.264731,-92.4558h,0p,1z"
12629,1587,[Unset] & [Unset],rua 146,rua 146,,,Belisque Goiania,-13.3944,-16.69572,-49.261113,10,gyn_west,"https://www.instantstreetview.com/@-16.69572,-49.261113,-13.3944h,0p,1z"
12635,1590,[Unset] & [Unset],rua 90,rua 90,,,,177.853,-16.702379,-49.252931,10,gyn_west,"https://www.instantstreetview.com/@-16.702379,-49.252931,177.853h,0p,1z"
12639,1594,Rua 84 & Rua 104,rua 84,rua 84,494,,,162.887,-16.686739,-49.254527,10,gyn_west,"https://www.instantstreetview.com/@-16.686739,-49.254527,162.887h,0p,1z"
12640,1594,Rua 84 & Rua 104,rua 104,rua 104,498,,,-110.511,-16.686585,-49.254692,10,gyn_west,"https://www.instantstreetview.com/@-16.686585,-49.254692,-110.511h,0p,1z"
12642,1596,[Unset] & [Unset],Avenida T-8,Avenida T-8,,,,-124.937,-16.697517,-49.277509,10,gyn_west,"https://www.instantstreetview.com/@-16.697517,-49.277509,-124.937h,0p,1z"
12651,1602,[Unset] & [Unset],rua T-52,rua T-52,60,,,-127.764,-16.698165,-49.270166,10,gyn_west,"https://www.instantstreetview.com/@-16.698165,-49.270166,-127.764h,0p,1z"
12654,1605,Avenida C-264 & Rua C-258,Avenida C-264,Avenida C-264,,,,-67.888,-16.718187,-49.272542,10,gyn_west,"https://www.instantstreetview.com/@-16.718187,-49.272542,-67.888h,0p,1z"
12655,1605,Avenida C-264 & Rua C-258,Avenida C-264,Avenida C-264,,,,112.034,-16.71836,-49.272352,10,gyn_west,"https://www.instantstreetview.com/@-16.71836,-49.272352,112.034h,0p,1z"
12656,1605,Avenida C-264 & Rua C-258,rua C-258,rua C-258,537,,,0.0141523,-16.718139,-49.272388,10,gyn_west,"https://www.instantstreetview.com/@-16.718139,-49.272388,0.0141523h,0p,1z"
12666,1612,[Unset] & [Unset],rua 260,rua 260,,,,-131.213,-16.684598,-49.279587,10,gyn_west,"https://www.instantstreetview.com/@-16.684598,-49.279587,-131.213h,0p,1z"
12669,1613,[Unset] & [Unset],rua 1127,rua 1127,,,,126.624,-16.699817,-49.264006,10,gyn_west,"https://www.instantstreetview.com/@-16.699817,-49.264006,126.624h,0p,1z"
12670,1614,[Unset] & [Unset],Avenida República do Líbano,Avenida República do Líbano,1474,,,163.485,-16.678911,-49.267439,10,gyn_west,"https://www.instantstreetview.com/@-16.678911,-49.267439,163.485h,0p,1z"
12682,1622,[Unset] & [Unset],Avenida República do Líbano,Avenida República do Líbano,2396,,Lotérica Tamandaré,163.438,-16.687258,-49.264806,10,gyn_west,"https://www.instantstreetview.com/@-16.687258,-49.264806,163.438h,0p,1z"
12683,1623,Rua 1128 & Alameda Dom Emanuel Gomes,rua 1128,rua 1128,,,,-102.488,-16.699436,-49.260354,10,gyn_west,"https://www.instantstreetview.com/@-16.699436,-49.260354,-102.488h,0p,1z"
12690,1626,[Unset] & [Unset],Avenida T-1,Avenida T-1,800,,,111.005,-16.692512,-49.278089,10,gyn_west,"https://www.instantstreetview.com/@-16.692512,-49.278089,111.005h,0p,1z"
12694,1629,Rua 11 & Avenida Assis Chateaubriand,Avenida Assis Chateaubriand,Avenida Assis Chateaubriand,1132,,,-107.311,-16.68618,-49.268969,10,gyn_west,"https://www.instantstreetview.com/@-16.68618,-49.268969,-107.311h,0p,1z"
12695,1629,Rua 11 & Avenida Assis Chateaubriand,rua 11,rua 11,,,,-31.5827,-16.686056,-49.268834,10,gyn_west,"https://www.instantstreetview.com/@-16.686056,-49.268834,-31.5827h,0p,1z"
12696,2276,[Unset] & [Unset],Avenida 4 Radial,Avenida 4 Radial,1250,,Baterias Serrinha,166.549,-16.7219,-49.260276,10,gyn_west,"https://www.instantstreetview.com/@-16.7219,-49.260276,166.549h,0p,1z"
12697,2276,[Unset] & [Unset],Avenida 4 Radial,Avenida 4 Radial,,,,107.428,-16.721833,-49.260186,10,gyn_west,"https://www.instantstreetview.com/@-16.721833,-49.260186,107.428h,0p,1z"
12698,1583,Rua T-51 & Rua 27,rua T-51,rua T-51,,,,53.0231,-16.696021,-49.269836,10,gyn_west,"https://www.instantstreetview.com/@-16.696021,-49.269836,53.0231h,0p,1z"
12700,1630,Rua 87 & Rua 127,rua 87,rua 87,365,,,83.4516,-16.690661,-49.257412,10,gyn_west,"https://www.instantstreetview.com/@-16.690661,-49.257412,83.4516h,0p,1z"
12701,1630,Rua 87 & Rua 127,rua 127,rua 127,,,,172.442,-16.690761,-49.257582,10,gyn_west,"https://www.instantstreetview.com/@-16.690761,-49.257582,172.442h,0p,1z"
12703,1632,[Unset] & [Unset],rua 5,rua 5,462,,Lavanderia Araguaia,-152.343,-16.681528,-49.265487,10,gyn_west,"https://www.instantstreetview.com/@-16.681528,-49.265487,-152.343h,0p,1z"
12704,1973,[Unset] & [Unset],rua 101,rua 101,508,,,172.73,-16.686501,-49.259779,10,gyn_west,"https://www.instantstreetview.com/@-16.686501,-49.259779,172.73h,0p,1z"
12707,1635,Rua 25 B & Rua 18,rua 18,rua 18,,,,56.8309,-16.688096,-49.262777,10,gyn_west,"https://www.instantstreetview.com/@-16.688096,-49.262777,56.8309h,0p,1z"
12709,1636,[Unset] & [Unset],rua 282,rua 282,,,,28.5852,-16.686861,-49.283449,10,gyn_west,"https://www.instantstreetview.com/@-16.686861,-49.283449,28.5852h,0p,1z"
12711,2566,[Unset] & [Unset],Avenida Americano do Brasil,Avenida Americano do Brasil,,,,74.2075,-16.702788,-49.253162,10,gyn_west,"https://www.instantstreetview.com/@-16.702788,-49.253162,74.2075h,0p,1z"
12713,1638,Rua 137-A & Avenida 136,rua 137-A,rua 137-A,,,,-25.197,-16.698879,-49.262048,10,gyn_west,"https://www.instantstreetview.com/@-16.698879,-49.262048,-25.197h,0p,1z"
12714,1638,Rua 137-A & Avenida 136,Avenida 136,Avenida 136,179,,Yakimaki Temakeria,-119.483,-16.699096,-49.262257,10,gyn_west,"https://www.instantstreetview.com/@-16.699096,-49.262257,-119.483h,0p,1z"
12716,1639,[Unset] & [Unset],Avenida Cora Coralina,Avenida Cora Coralina,474,,,-164.06,-16.686611,-49.257104,10,gyn_west,"https://www.instantstreetview.com/@-16.686611,-49.257104,-164.06h,0p,1z"
12720,1641,Avenida T-63 & Rua S-4,rua S-4,rua S-4,,,,-179.575,-16.714015,-49.261269,10,gyn_west,"https://www.instantstreetview.com/@-16.714015,-49.261269,-179.575h,0p,1z"
12726,1645,Rua T-30 & Rua T-49,rua T-30,rua T-30,,,,-37.9638,-16.696445,-49.278937,10,gyn_west,"https://www.instantstreetview.com/@-16.696445,-49.278937,-37.9638h,0p,1z"
12730,1646,Rua S-3 & Avenida Laudelino Gomes,rua S-3,rua S-3,,,,-2.04152,-16.72117,-49.261695,10,gyn_west,"https://www.instantstreetview.com/@-16.72117,-49.261695,-2.04152h,0p,1z"
12731,1647,Rua T-28 & Rua T-51,rua T-28,rua T-28,1343,,,-38.1263,-16.697664,-49.272303,10,gyn_west,"https://www.instantstreetview.com/@-16.697664,-49.272303,-38.1263h,0p,1z"
12733,1647,Rua T-28 & Rua T-51,rua T-28,rua T-28,,,,143.053,-16.697889,-49.272241,10,gyn_west,"https://www.instantstreetview.com/@-16.697889,-49.272241,143.053h,0p,1z"
12734,1648,[Unset] & [Unset],Alameda Ricardo Paranhos,Alameda Ricardo Paranhos,,,,-136.957,-16.700209,-49.256262,10,gyn_west,"https://www.instantstreetview.com/@-16.700209,-49.256262,-136.957h,0p,1z"
12735,1648,[Unset] & [Unset],rua 1134,rua 1134,,,,-92.4368,-16.700119,-49.256299,10,gyn_west,"https://www.instantstreetview.com/@-16.700119,-49.256299,-92.4368h,0p,1z"
12736,1649,Rua 1131 & Alameda Ricardo Paranhos,rua 1131,rua 1131,,,,84.5868,-16.701297,-49.257462,10,gyn_west,"https://www.instantstreetview.com/@-16.701297,-49.257462,84.5868h,0p,1z"
12738,1650,[Unset] & [Unset],rua T-27,rua T-27,,,,142.416,-16.690891,-49.276469,10,gyn_west,"https://www.instantstreetview.com/@-16.690891,-49.276469,142.416h,0p,1z"
12739,1650,[Unset] & [Unset],Avenida T-7,Avenida T-7,,,,52.1724,-16.690756,-49.276385,10,gyn_west,"https://www.instantstreetview.com/@-16.690756,-49.276385,52.1724h,0p,1z"
12741,1652,[Unset] & [Unset],Avenida 85,Avenida 85,20,,,116.638,-16.696742,-49.264768,10,gyn_west,"https://www.instantstreetview.com/@-16.696742,-49.264768,116.638h,0p,1z"
12742,1653,[Unset] & [Unset],Avenida T-6,Avenida T-6,460,,,-127.399,-16.689768,-49.283125,10,gyn_west,"https://www.instantstreetview.com/@-16.689768,-49.283125,-127.399h,0p,1z"
12743,1654,[Unset] & [Unset],Alameda Couto Magalhães,Alameda Couto Magalhães,,,,177.993,-16.710116,-49.25899,10,gyn_west,"https://www.instantstreetview.com/@-16.710116,-49.25899,177.993h,0p,1z"
12744,1655,[Unset] & [Unset],Avenida Mutirão,Avenida Mutirão,,,,-37.1152,-16.697621,-49.269579,10,gyn_west,"https://www.instantstreetview.com/@-16.697621,-49.269579,-37.1152h,0p,1z"
12745,2726,Avenida C-255 & Rua C-256,Avenida C-255,Avenida C-255,460,,,171.584,-16.716988,-49.274275,10,gyn_west,"https://www.instantstreetview.com/@-16.716988,-49.274275,171.584h,0p,1z"
12748,1657,[Unset] & [Unset],rua 105,rua 105,216,,,84.5818,-16.688784,-49.258821,10,gyn_west,"https://www.instantstreetview.com/@-16.688784,-49.258821,84.5818h,0p,1z"
12750,1658,[Unset] & [Unset],Avenida D,Avenida D,,,,-112.357,-16.692149,-49.272531,10,gyn_west,"https://www.instantstreetview.com/@-16.692149,-49.272531,-112.357h,0p,1z"
12756,1661,Rua 1124 & Alameda Coronel Joaquim de Bastos,rua 1124,rua 1124,402,,,176.256,-16.708463,-49.262338,10,gyn_west,"https://www.instantstreetview.com/@-16.708463,-49.262338,176.256h,0p,1z"
12759,1663,[Unset] & [Unset],Avenida Assis Chateaubriand,Avenida Assis Chateaubriand,,,Restaurante e Sanduicheira 21,73.137,-16.685872,-49.267088,10,gyn_west,"https://www.instantstreetview.com/@-16.685872,-49.267088,73.137h,0p,1z"
12761,1664,[Unset] & [Unset],Avenida 85,Avenida 85,1976,,,177.418,-16.698867,-49.264488,10,gyn_west,"https://www.instantstreetview.com/@-16.698867,-49.264488,177.418h,0p,1z"
12763,1665,Rua 94 & Rua 84,rua 84,rua 84,,,,162.352,-16.684927,-49.255076,10,gyn_west,"https://www.instantstreetview.com/@-16.684927,-49.255076,162.352h,0p,1z"
12764,1666,Rua 1143 & Alameda Coronel Eugênio Jardim,Alameda Coronel Eugênio Jardim,Alameda Coronel Eugênio Jardim,171,,,-2.2119,-16.706135,-49.260534,10,gyn_west,"https://www.instantstreetview.com/@-16.706135,-49.260534,-2.2119h,0p,1z"
12765,1666,Rua 1143 & Alameda Coronel Eugênio Jardim,rua 1143,rua 1143,,,,69.0008,-16.706268,-49.260428,10,gyn_west,"https://www.instantstreetview.com/@-16.706268,-49.260428,69.0008h,0p,1z"
12770,1669,[Unset] & [Unset],rua 1133,rua 1133,150,,,136.057,-16.702999,-49.258958,10,gyn_west,"https://www.instantstreetview.com/@-16.702999,-49.258958,136.057h,0p,1z"
12773,1671,[Unset] & [Unset],Avenida 85,Avenida 85,2953,,,-2.70337,-16.708197,-49.263877,10,gyn_west,"https://www.instantstreetview.com/@-16.708197,-49.263877,-2.70337h,0p,1z"
12778,2179,[Unset] & [Unset],rua 23,rua 23,69,,,-166.962,-16.677734,-49.262046,10,gyn_west,"https://www.instantstreetview.com/@-16.677734,-49.262046,-166.962h,0p,1z"
12779,2179,[Unset] & [Unset],rua 23,rua 23,,,,6.03782,-16.677501,-49.26189,10,gyn_west,"https://www.instantstreetview.com/@-16.677501,-49.26189,6.03782h,0p,1z"
12780,1676,[Unset] & [Unset],Avenida T-2,Avenida T-2,1145,,Bonne Vie,140.826,-16.697669,-49.276725,10,gyn_west,"https://www.instantstreetview.com/@-16.697669,-49.276725,140.826h,0p,1z"
12783,1679,[Unset] & [Unset],Avenida 85,Avenida 85,2222,,MegaBoot,178.701,-16.701185,-49.264392,10,gyn_west,"https://www.instantstreetview.com/@-16.701185,-49.264392,178.701h,0p,1z"
12784,1680,Rua 17 & Rua João de Abreu,rua João de Abreu,rua João de Abreu,744,,,-97.93,-16.689678,-49.271412,10,gyn_west,"https://www.instantstreetview.com/@-16.689678,-49.271412,-97.93h,0p,1z"
12789,1682,[Unset] & [Unset],Avenida 85,Avenida 85,1491,,MAXIMA Computadores,23.7,-16.694449,-49.263552,10,gyn_west,"https://www.instantstreetview.com/@-16.694449,-49.263552,23.7h,0p,1z"
12796,1686,Rua 147 & Rua 143,rua 147,rua 147,,,,167.092,-16.692497,-49.261245,10,gyn_west,"https://www.instantstreetview.com/@-16.692497,-49.261245,167.092h,0p,1z"
12798,1688,[Unset] & [Unset],Avenida 4 Radial,Avenida 4 Radial,1035,,Moto Fort,36.0058,-16.720548,-49.258991,10,gyn_west,"https://www.instantstreetview.com/@-16.720548,-49.258991,36.0058h,0p,1z"
12802,1690,Avenida T-4 & Avenida T-13,Avenida T-13,Avenida T-13,262,,,86.9016,-16.719321,-49.266541,10,gyn_west,"https://www.instantstreetview.com/@-16.719321,-49.266541,86.9016h,0p,1z"
12807,1693,[Unset] & [Unset],Alameda dos Buritís,Alameda dos Buritís,,,,152.369,-16.677185,-49.265533,10,gyn_west,"https://www.instantstreetview.com/@-16.677185,-49.265533,152.369h,0p,1z"
12810,1696,[Unset] & [Unset],rua 99,rua 99,,,,-35.4582,-16.682269,-49.258509,10,gyn_west,"https://www.instantstreetview.com/@-16.682269,-49.258509,-35.4582h,0p,1z"
12811,1697,[Unset] & [Unset],Avenida T-7,Avenida T-7,1049,,,51.7114,-16.693941,-49.280665,10,gyn_west,"https://www.instantstreetview.com/@-16.693941,-49.280665,51.7114h,0p,1z"
12812,1698,[Unset] & [Unset],Avenida Castelo Branco,Avenida Castelo Branco,127,,,141.59,-16.69154,-49.274678,10,gyn_west,"https://www.instantstreetview.com/@-16.69154,-49.274678,141.59h,0p,1z"
12815,1700,[Unset] & [Unset],Avenida Areiao,Avenida Areiao,,,,-146.448,-16.70844,-49.256095,10,gyn_west,"https://www.instantstreetview.com/@-16.70844,-49.256095,-146.448h,0p,1z"
12816,1701,[Unset] & [Unset],rua 1127,rua 1127,173,,,-52.8201,-16.701057,-49.262174,10,gyn_west,"https://www.instantstreetview.com/@-16.701057,-49.262174,-52.8201h,0p,1z"
12819,1702,Rua 140 & Rua 145,rua 145,rua 145,,,,-155.852,-16.696338,-49.262923,10,gyn_west,"https://www.instantstreetview.com/@-16.696338,-49.262923,-155.852h,0p,1z"
12822,1703,[Unset] & [Unset],Avenida T-5,Avenida T-5,672,,,-179.668,-16.712623,-49.269262,10,gyn_west,"https://www.instantstreetview.com/@-16.712623,-49.269262,-179.668h,0p,1z"
12823,1703,[Unset] & [Unset],rua T-62,rua T-62,,,,87.5925,-16.712469,-49.269109,10,gyn_west,"https://www.instantstreetview.com/@-16.712469,-49.269109,87.5925h,0p,1z"
12824,2459,[Unset] & [Unset],Avenida T-1,Avenida T-1,,,,-37.5798,-16.703719,-49.268828,10,gyn_west,"https://www.instantstreetview.com/@-16.703719,-49.268828,-37.5798h,0p,1z"
12825,1705,[Unset] & [Unset],rua 132,rua 132,,,,171.532,-16.691198,-49.25954,10,gyn_west,"https://www.instantstreetview.com/@-16.691198,-49.25954,171.532h,0p,1z"
12831,1710,Rua 143 & Avenida 85,Avenida 85,Avenida 85,1199,,,24.6769,-16.692159,-49.262474,10,gyn_west,"https://www.instantstreetview.com/@-16.692159,-49.262474,24.6769h,0p,1z"
12835,1713,[Unset] & [Unset],Avenida D,Avenida D,,,,65.8978,-16.692563,-49.27314,10,gyn_west,"https://www.instantstreetview.com/@-16.692563,-49.27314,65.8978h,0p,1z"
12839,1715,Rua 4 & Rua 3,rua 4,rua 4,,,,41.2238,-16.681378,-49.264173,10,gyn_west,"https://www.instantstreetview.com/@-16.681378,-49.264173,41.2238h,0p,1z"
12842,1718,Avenida T-7 & Rua T-27,Avenida T-7,Avenida T-7,524,,ALL Car Motors,-126.967,-16.690778,-49.276695,10,gyn_west,"https://www.instantstreetview.com/@-16.690778,-49.276695,-126.967h,0p,1z"
12843,1718,Avenida T-7 & Rua T-27,rua T-27,rua T-27,383,,,-38.0483,-16.690613,-49.276574,10,gyn_west,"https://www.instantstreetview.com/@-16.690613,-49.276574,-38.0483h,0p,1z"
12848,1721,Avenida T-6 & Avenida T-3,Avenida T-3,Avenida T-3,,,,118.18,-16.692043,-49.285217,10,gyn_west,"https://www.instantstreetview.com/@-16.692043,-49.285217,118.18h,0p,1z"
12852,1723,Rua T-66 & Rua C-235,rua C-235,rua C-235,802,,,145.606,-16.712246,-49.271949,10,gyn_west,"https://www.instantstreetview.com/@-16.712246,-49.271949,145.606h,0p,1z"
12854,1725,Rua 8 & Rua 2,rua 2,rua 2,310,,,-107.062,-16.677579,-49.258366,10,gyn_west,"https://www.instantstreetview.com/@-16.677579,-49.258366,-107.062h,0p,1z"
12856,1726,[Unset] & [Unset],Avenida Mutirão,Avenida Mutirão,,,,-37.8951,-16.699018,-49.26846,10,gyn_west,"https://www.instantstreetview.com/@-16.699018,-49.26846,-37.8951h,0p,1z"
12857,2419,[Unset] & [Unset],Avenida Assis Chateaubriand,Avenida Assis Chateaubriand,1342,,,-106.939,-16.686796,-49.270988,10,gyn_west,"https://www.instantstreetview.com/@-16.686796,-49.270988,-106.939h,0p,1z"
12860,1728,[Unset] & [Unset],rua 137,rua 137,265,,,86.2732,-16.69819,-49.261687,10,gyn_west,"https://www.instantstreetview.com/@-16.69819,-49.261687,86.2732h,0p,1z"
12861,1729,[Unset] & [Unset],rua T-57,rua T-57,,,,-101.621,-16.704658,-49.264329,10,gyn_west,"https://www.instantstreetview.com/@-16.704658,-49.264329,-101.621h,0p,1z"
12862,1729,[Unset] & [Unset],Avenida 85,Avenida 85,,,,178.047,-16.704786,-49.264245,10,gyn_west,"https://www.instantstreetview.com/@-16.704786,-49.264245,178.047h,0p,1z"
12863,1730,[Unset] & [Unset],rua 18,rua 18,145,,,53.5188,-16.686888,-49.260834,10,gyn_west,"https://www.instantstreetview.com/@-16.686888,-49.260834,53.5188h,0p,1z"
12864,1731,[Unset] & [Unset],rua 1141,rua 1141,,,,138.452,-16.704397,-49.256187,10,gyn_west,"https://www.instantstreetview.com/@-16.704397,-49.256187,138.452h,0p,1z"
12865,1732,[Unset] & [Unset],rua S-1,rua S-1,,,,-3.74679,-16.720103,-49.263362,10,gyn_west,"https://www.instantstreetview.com/@-16.720103,-49.263362,-3.74679h,0p,1z"
12867,1733,[Unset] & [Unset],rua 6,rua 6,626,,,-156.784,-16.684334,-49.268692,10,gyn_west,"https://www.instantstreetview.com/@-16.684334,-49.268692,-156.784h,0p,1z"
12870,1735,Rua T-64 & Rua S-4,rua S-4,rua S-4,372,,Don Mendonca,176.763,-16.715687,-49.261252,10,gyn_west,"https://www.instantstreetview.com/@-16.715687,-49.261252,176.763h,0p,1z"
12878,1740,[Unset] & [Unset],Alameda Coronel Eugênio Jardim,Alameda Coronel Eugênio Jardim,,,,177.671,-16.704743,-49.260856,10,gyn_west,"https://www.instantstreetview.com/@-16.704743,-49.260856,177.671h,0p,1z"
12879,1741,[Unset] & [Unset],Avenida R-9,Avenida R-9,,,,59.3873,-16.683195,-49.276821,10,gyn_west,"https://www.instantstreetview.com/@-16.683195,-49.276821,59.3873h,0p,1z"
12883,2319,[Unset] & [Unset],rua 103,rua 103,56,,,120.372,-16.686457,-49.258894,10,gyn_west,"https://www.instantstreetview.com/@-16.686457,-49.258894,120.372h,0p,1z"
12887,1746,Avenida T-5 & Avenida T-13,Avenida T-13,Avenida T-13,,,,89.9405,-16.719387,-49.268821,10,gyn_west,"https://www.instantstreetview.com/@-16.719387,-49.268821,89.9405h,0p,1z"
12890,1748,Avenida T-13 & Rua S-4,Avenida T-13,Avenida T-13,245,,Intensipet Clinica Veterinaria,90.0865,-16.719089,-49.260842,10,gyn_west,"https://www.instantstreetview.com/@-16.719089,-49.260842,90.0865h,0p,1z"
12891,1748,Avenida T-13 & Rua S-4,rua S-4,rua S-4,754,,,179.365,-16.719169,-49.261058,10,gyn_west,"https://www.instantstreetview.com/@-16.719169,-49.261058,179.365h,0p,1z"
12893,1749,[Unset] & [Unset],Alameda Coronel Eugênio Jardim,Alameda Coronel Eugênio Jardim,196,,,178.083,-16.706371,-49.260787,10,gyn_west,"https://www.instantstreetview.com/@-16.706371,-49.260787,178.083h,0p,1z"
12894,1750,Avenida T-9 & Avenida T-3,Avenida T-9,Avenida T-9,,,,52.1147,-16.70424,-49.275142,10,gyn_west,"https://www.instantstreetview.com/@-16.70424,-49.275142,52.1147h,0p,1z"
12895,1750,Avenida T-9 & Avenida T-3,Avenida T-3,Avenida T-3,,,,141.345,-16.704427,-49.275237,10,gyn_west,"https://www.instantstreetview.com/@-16.704427,-49.275237,141.345h,0p,1z"
12897,2590,[Unset] & [Unset],rua T-47,rua T-47,332,,,-127.549,-16.68891,-49.276887,10,gyn_west,"https://www.instantstreetview.com/@-16.68891,-49.276887,-127.549h,0p,1z"
12898,2590,[Unset] & [Unset],Avenida Castelo Branco,Avenida Castelo Branco,331,,,142.628,-16.68903,-49.276682,10,gyn_west,"https://www.instantstreetview.com/@-16.68903,-49.276682,142.628h,0p,1z"
12900,1754,[Unset] & [Unset],Praça Wilson Sales,Praça Wilson Sales,,,,-28.3001,-16.713937,-49.273456,10,gyn_west,"https://www.instantstreetview.com/@-16.713937,-49.273456,-28.3001h,0p,1z"
12901,1755,Rua 11 & Rua 10,rua 10,rua 10,,,,59.1869,-16.687345,-49.267901,10,gyn_west,"https://www.instantstreetview.com/@-16.687345,-49.267901,59.1869h,0p,1z"
12904,1756,Avenida T-2 & Rua T-55,Avenida T-2,Avenida T-2,,,,142.969,-16.705337,-49.27059,10,gyn_west,"https://www.instantstreetview.com/@-16.705337,-49.27059,142.969h,0p,1z"
12905,1757,[Unset] & [Unset],Avenida 85,Avenida 85,,,,177.881,-16.703023,-49.264314,10,gyn_west,"https://www.instantstreetview.com/@-16.703023,-49.264314,177.881h,0p,1z"
12906,1758,[Unset] & [Unset],Alameda Ricardo Paranhos,Alameda Ricardo Paranhos,1222,,,43.3958,-16.700063,-49.255799,10,gyn_west,"https://www.instantstreetview.com/@-16.700063,-49.255799,43.3958h,0p,1z"
12910,1761,Rua 94 & Avenida 85,Avenida 85,Avenida 85,272,,,-152.036,-16.684532,-49.258547,10,gyn_west,"https://www.instantstreetview.com/@-16.684532,-49.258547,-152.036h,0p,1z"
12913,1763,Avenida T-6 & Rua 255,Avenida T-6,Avenida T-6,,,,-126.122,-16.686983,-49.27942,10,gyn_west,"https://www.instantstreetview.com/@-16.686983,-49.27942,-126.122h,0p,1z"
12917,1765,[Unset] & [Unset],rua 260,rua 260,,,,-177.223,-16.686712,-49.281572,10,gyn_west,"https://www.instantstreetview.com/@-16.686712,-49.281572,-177.223h,0p,1z"
12920,1766,[Unset] & [Unset],Alameda Coronel Eugênio Jardim,Alameda Coronel Eugênio Jardim,,,,-2.71598,-16.709803,-49.260387,10,gyn_west,"https://www.instantstreetview.com/@-16.709803,-49.260387,-2.71598h,0p,1z"
12921,1767,[Unset] & [Unset],Avenida Assis Chateaubriand,Avenida Assis Chateaubriand,1895,,,95.5128,-16.686763,-49.276365,10,gyn_west,"https://www.instantstreetview.com/@-16.686763,-49.276365,95.5128h,0p,1z"
12924,1768,Rua 17 & Rua 22,rua 22,rua 22,697,,,82.4389,-16.690848,-49.270945,10,gyn_west,"https://www.instantstreetview.com/@-16.690848,-49.270945,82.4389h,0p,1z"
12926,1769,[Unset] & [Unset],Avenida Perimetral,Avenida Perimetral,,,,9.24505,-16.684172,-49.277365,10,gyn_west,"https://www.instantstreetview.com/@-16.684172,-49.277365,9.24505h,0p,1z"
12930,2829,[Unset] & [Unset],Praça T-23,Praça T-23,,,,-126.26,-16.702272,-49.268233,10,gyn_west,"https://www.instantstreetview.com/@-16.702272,-49.268233,-126.26h,0p,1z"
12934,1774,Rua T-44 & Avenida T-1,Avenida T-1,Avenida T-1,205,,,-37.482,-16.689108,-49.280512,10,gyn_west,"https://www.instantstreetview.com/@-16.689108,-49.280512,-37.482h,0p,1z"
12936,1775,Rua R 17 & Avenida R 11,Avenida R 11,Avenida R 11,277,,MB Pilates Studio,-37.888,-16.685841,-49.275322,10,gyn_west,"https://www.instantstreetview.com/@-16.685841,-49.275322,-37.888h,0p,1z"
12938,1775,Rua R 17 & Avenida R 11,rua R 17,rua R 17,,,,-85.9558,-16.685915,-49.275413,10,gyn_west,"https://www.instantstreetview.com/@-16.685915,-49.275413,-85.9558h,0p,1z"
12948,1780,[Unset] & [Unset],rua 89,rua 89,678,,,-132.411,-16.695334,-49.258195,10,gyn_west,"https://www.instantstreetview.com/@-16.695334,-49.258195,-132.411h,0p,1z"
