	VAN_ID	DAY	METHOD	CLIENT_DISTANCE_COST	CLIENT_DURATION_COST	OPERATOR_DISTANCE_COST	OPERATOR_DURATION_COST
8	57	3	GA 0	6.9428	83.54166666666666	253.64440000000005	365.38
9	23	3	GA 0	7.161900000000001	86.26166666666668	270.98350000000005	377.80333333333334
10	44	3	GA 0	5.451500000000001	65.79166666666667	252.9487	336.88666666666666
11	50	3	GA 0	7.513599999999999	90.54333333333332	277.6704	392.62833333333333
12	29	3	GA 0	5.989	72.21166666666664	201.0246	275.0733333333334
13	30	3	GA 0	5.7692000000000005	69.46666666666667	228.0558	303.635
14	49	3	GA 0	7.2129	86.96666666666667	276.39129999999994	391.34000000000003
15	53	3	GA 0	6.2376999999999985	75.31333333333332	224.5753	309.625
16	48	3	GA 0	6.4575000000000005	77.73666666666666	256.5439	348.54999999999995
17	34	3	GA 0	6.9471	83.67833333333334	258.8891	355.66499999999996
18	45	3	GA 0	5.502000000000001	66.31666666666666	230.09629999999999	316.57166666666666
19	32	3	GA 0	6.0113	72.50833333333333	260.39219999999995	359.7716666666666
20	56	3	GA 0	4.5185	54.505	236.30779999999996	319.85166666666663
21	25	3	GA 0	6.6728999999999985	80.45166666666668	264.6129	361.9266666666666
22	43	3	GA 0	5.4451	65.575	235.04699999999997	312.36333333333334
23	31	3	GA 0	5.8542000000000005	70.55833333333334	218.60309999999998	304.75
24	27	3	GA 0	6.8101	82.16166666666666	256.2539	350.3333333333333
25	46	3	GA 0	6.6142	79.58333333333334	267.5022	362.0116666666667
26	52	3	GA 0	7.4716000000000005	89.99666666666668	269.7273	364.7666666666667
27	28	3	GA 0	6.2287	74.935	265.8083	362.60999999999996
28	33	3	GA 0	4.8995	59.12666666666668	231.31830000000002	321.99333333333334
29	51	3	GA 0	6.246099999999999	75.48833333333334	257.1334	359.43
30	36	3	GA 0	6.1694	74.39	252.39830000000003	349.82
31	41	3	GA 0	6.4789	78.04499999999999	266.2127	358.88000000000005
0	54	2	GA 0	6.415699999999999	77.56333333333333	261.3587	347.62
1	42	2	GA 0	7.6978	92.63499999999999	276.836	372.79999999999995
2	40	2	GA 0	8.305799999999998	100.15166666666664	284.33820000000003	379.72
3	38	2	GA 0	7.8782	95.18833333333333	272.07439999999997	364.91499999999996
4	26	2	GA 0	7.9661	96.215	267.80649999999997	360.33833333333337
5	55	2	GA 0	7.3493	88.71500000000002	239.85019999999997	334.4983333333333
6	47	2	GA 0	6.143	73.92	236.94600000000003	335.8466666666667
7	24	2	GA 0	7.2058	86.81833333333333	275.0824	384.87333333333333
8	57	2	GA 0	5.4631	66.07833333333333	219.88800000000003	304.4933333333334
9	23	2	GA 0	7.8817	95.29666666666667	230.7478	333.43833333333333
10	2	2	GA 0	0.27190000000000003	3.2616666666666667	1.8618	3.27
11	44	2	GA 0	6.999700000000001	84.51833333333335	238.75430000000003	324.52833333333336
12	50	2	GA 0	4.101	49.69999999999999	179.0651	245.34666666666666
13	29	2	GA 0	7.551399999999999	90.99333333333333	253.5354	339.47999999999996
14	30	2	GA 0	6.2742	75.93666666666665	254.46420000000003	342.53833333333324
15	49	2	GA 0	6.149599999999999	74.23000000000002	256.843	360.7033333333334
16	53	2	GA 0	7.2675	87.46999999999998	260.82149999999996	367.25166666666667
17	48	2	GA 0	7.153100000000001	86.14666666666668	271.6959	370.65833333333336
18	34	2	GA 0	6.3491	76.435	219.1114	299.215
19	45	2	GA 0	6.884600000000001	83.09333333333333	237.59330000000003	325.69666666666666
20	32	2	GA 0	4.9456999999999995	59.84333333333335	239.5373	324.03
21	56	2	GA 0	4.395099999999999	52.91666666666667	169.493	234.25833333333333
22	25	2	GA 0	7.265599999999999	87.68333333333335	278.0388	375.7633333333334
23	31	2	GA 0	5.298	63.91499999999999	200.36499999999998	278.83166666666665
24	43	2	GA 0	6.331199999999999	76.48999999999998	244.1706	346.5833333333333
25	27	2	GA 0	7.343699999999999	88.72166666666666	277.17969999999997	384.9099999999999
26	46	2	GA 0	6.362900000000001	76.69	244.5505	347.79666666666674
27	52	2	GA 0	6.1175	74.05333333333334	253.65610000000004	357.4766666666667
28	28	2	GA 0	6.1358	73.92833333333334	255.625	346.81000000000006
29	33	2	GA 0	6.0221	72.58166666666668	239.6666	325.13666666666666
30	51	2	GA 0	7.955100000000001	95.93999999999998	269.26800000000003	369.275
31	36	2	GA 0	6.6589	80.24666666666668	242.7444	336.0183333333333
32	41	2	GA 0	7.4652	90.05833333333334	269.0229	376.1866666666667
0	42	24	GA 2	4.8223	58.03333333333333	213.2621	278.86500000000007
1	40	24	GA 2	3.3433	40.30166666666666	195.8739	264.445
2	38	24	GA 2	2.6644	32.16833333333334	142.3751	188.35999999999999
3	47	24	GA 2	4.747199999999999	57.32166666666666	201.22050000000004	271.71833333333336
4	24	24	GA 2	4.0253000000000005	48.46499999999999	224.3286	288.66833333333324
5	23	24	GA 2	5.0959	61.20999999999999	232.83520000000001	307.9866666666667
6	44	24	GA 2	3.0323000000000007	36.516666666666666	195.3083	253.95833333333331
7	50	24	GA 2	3.1534000000000004	37.97833333333333	153.7531	203.10999999999999
8	29	24	GA 2	3.4654	41.660000000000004	155.71349999999998	212.10999999999999
9	49	24	GA 2	4.3411	52.15666666666666	211.60799999999998	282.05
10	53	24	GA 2	4.5615	54.93666666666666	162.82529999999997	227.63833333333335
11	48	24	GA 2	2.7438	33.11333333333334	147.91189999999997	197.83666666666667
12	34	24	GA 2	1.7461999999999998	21.015	69.3866	91.52833333333335
13	45	24	GA 2	4.825900000000001	58.045	192.97709999999995	251.16000000000005
14	32	24	GA 2	3.8863000000000003	46.74000000000001	216.1386	277.6383333333333
15	56	24	GA 2	1.5061	18.139999999999997	63.07380000000001	76.73833333333334
16	25	24	GA 2	5.389	64.80333333333334	194.76510000000002	257.2583333333333
17	43	24	GA 2	4.6549	56.13833333333333	181.4103	242.14499999999998
18	35	24	GA 2	2.8992999999999998	34.92333333333333	156.0102	196.06833333333333
19	27	24	GA 2	4.7386	57.013333333333335	198.19310000000002	261.8983333333333
20	46	24	GA 2	4.705500000000001	56.76	199.35560000000004	265.3933333333333
21	28	24	GA 2	3.7636	45.28333333333333	174.955	222.09500000000003
22	33	24	GA 2	4.569699999999999	55.099999999999994	166.40210000000002	218.64
23	51	24	GA 2	5.140899999999999	61.92333333333334	198.62810000000002	272.25333333333333
24	36	24	GA 2	3.7296	44.9	169.96140000000003	230.08666666666667
0	54	9	GA 1	7.811700000000001	94.05833333333334	269.3217	363.6033333333333
1	42	9	GA 1	8.0115	96.70333333333333	271.6456	371.73333333333335
2	40	9	GA 1	7.058600000000001	85.17166666666667	264.3329	369.5383333333333
3	38	9	GA 1	7.3252999999999995	88.21333333333332	243.5474	333.24333333333334
4	26	9	GA 1	5.9539	71.71499999999999	262.36400000000003	353.03833333333336
5	55	9	GA 1	5.6899999999999995	68.74999999999999	219.714	309.21333333333337
6	47	9	GA 1	7.4548	90.00333333333334	245.74360000000001	341.68000000000006
7	24	9	GA 1	8.3352	100.22333333333333	286.43879999999996	391.5183333333333
8	57	9	GA 1	8.2638	99.44333333333336	276.0679	383.5533333333334
9	23	9	GA 1	7.903699999999999	95.41000000000001	279.47810000000004	379.72333333333336
10	44	9	GA 1	7.3796	89.19833333333332	284.83430000000004	391.15999999999997
11	50	9	GA 1	6.316000000000001	76.17666666666668	261.57779999999997	366.50166666666667
12	29	9	GA 1	6.0447	73.24166666666666	252.5801	354.81
13	30	9	GA 1	8.3621	100.845	279.7652	375.43166666666656
14	49	9	GA 1	7.4872	90.395	270.76370000000003	377.235
15	53	9	GA 1	6.843300000000001	82.69500000000001	222.60720000000006	311.75
16	48	9	GA 1	8.792700000000002	106.08999999999999	280.1139	396.13
17	34	9	GA 1	8.8345	106.38833333333332	265.60040000000004	351.8066666666666
18	45	9	GA 1	8.541100000000002	103.03500000000001	290.1807	399.76666666666665
19	32	9	GA 1	6.512699999999999	78.96000000000001	273.60159999999996	387.18
20	56	9	GA 1	6.6181	79.69166666666668	254.8107	350.9433333333334
21	25	9	GA 1	8.0421	97.10666666666667	234.57930000000002	330.45
22	31	9	GA 1	6.841400000000001	82.71166666666667	258.2085	358.6983333333333
23	43	9	GA 1	5.693	68.65499999999999	231.5006	320.87666666666667
24	35	9	GA 1	7.624999999999999	91.85333333333332	291.344	399.58000000000004
25	27	9	GA 1	7.076900000000002	85.13333333333334	239.2333	338.41333333333336
26	46	9	GA 1	7.6457000000000015	92.55333333333333	253.13250000000002	362.08166666666665
27	52	9	GA 1	8.9106	107.27	299.8678	428.35833333333335
28	28	9	GA 1	7.4302	89.38833333333332	267.4435	368.3666666666667
29	33	9	GA 1	7.0689	85.00833333333334	224.0773	301.7933333333333
30	51	9	GA 1	6.1693	74.355	256.7631	359.2066666666667
31	36	9	GA 1	9.4673	114.21333333333331	269.1931	368.41333333333324
0	42	24	GA 0	3.8548	46.425	218.4526	283.43500000000006
1	40	24	GA 0	4.6388	55.94	197.8691	270.52666666666664
2	38	24	GA 0	2.3602000000000007	28.456666666666667	139.4567	181.87500000000003
3	47	24	GA 0	5.8306000000000004	70.28166666666667	199.32770000000002	264.1933333333333
4	24	24	GA 0	4.4225	53.201666666666675	224.81730000000002	288.66666666666674
5	23	24	GA 0	5.2006000000000006	62.489999999999995	234.13599999999997	305.95666666666665
6	44	24	GA 0	3.8369999999999997	46.145	191.8877	248.435
7	50	24	GA 0	3.3821	40.69833333333334	154.14970000000002	199.835
8	29	24	GA 0	3.4287	41.38999999999999	155.35389999999998	209.92000000000002
9	49	24	GA 0	3.7919000000000005	45.57166666666667	207.3126	276.375
10	53	24	GA 0	3.9820000000000007	47.95000000000001	164.1669	227.66166666666666
11	48	24	GA 0	2.6595	32.019999999999996	146.6834	196.595
12	34	24	GA 0	0.9383	11.261666666666668	67.6663	89.16666666666667
13	45	24	GA 0	4.343799999999999	52.23166666666666	195.6272	254.43666666666664
14	32	24	GA 0	3.9911	47.98833333333334	215.9622	275.7583333333334
15	56	24	GA 0	1.2495000000000003	15.083333333333334	62.36559999999999	75.01666666666665
16	25	24	GA 0	5.6959	68.62166666666667	204.7469	268.1733333333333
17	43	24	GA 0	4.4242	53.31333333333333	180.3107	240.4066666666667
18	35	24	GA 0	2.8047	33.74166666666667	155.33100000000002	193.55499999999998
19	27	24	GA 0	5.159599999999999	62.251666666666665	195.7417	259.9583333333333
20	46	24	GA 0	4.3155	51.92	203.12329999999997	269.8483333333333
21	28	24	GA 0	2.7547	33.156666666666666	175.52870000000004	225.90833333333333
22	33	24	GA 0	4.4327000000000005	53.396666666666675	167.7484	219.95333333333332
23	51	24	GA 0	5.427999999999999	65.47666666666666	196.7017	274.055
24	36	24	GA 0	3.803	45.699999999999996	165.7078	222.68666666666664
0	54	3	GA 2	7.0519	84.94	277.92999999999995	370.41166666666663
1	42	3	GA 2	7.900000000000002	95.34499999999998	262.4504	368.07166666666666
2	40	3	GA 2	9.269200000000001	111.65166666666666	302.5470999999999	412.53666666666663
3	38	3	GA 2	0.4506	5.48	28.331399999999995	40.303333333333335
4	26	3	GA 2	6.2024	74.71833333333333	267.1319	371.6683333333333
5	47	3	GA 2	5.909199999999999	71.09166666666665	251.08339999999998	348.51666666666665
6	55	3	GA 2	8.3384	100.66666666666667	268.3365	384.5466666666666
7	24	3	GA 2	5.7817	69.87	241.0801	334.35666666666674
8	57	3	GA 2	8.2557	99.51833333333332	250.9428	355.49999999999994
9	23	3	GA 2	7.855299999999999	94.56000000000002	263.63169999999997	364.7683333333334
10	44	3	GA 2	6.155399999999999	74.57166666666667	256.6376	340.56666666666666
11	50	3	GA 2	8.846000000000002	106.56166666666665	278.4254	387.5216666666667
12	29	3	GA 2	5.837599999999999	70.66666666666667	201.88430000000002	274.2816666666667
13	30	3	GA 2	4.860199999999999	58.541666666666664	223.4018	300.8233333333333
14	49	3	GA 2	7.9354000000000005	95.63999999999999	275.00350000000003	384.59
15	53	3	GA 2	6.2528999999999995	75.50666666666666	232.36080000000004	324.73333333333335
16	48	3	GA 2	6.8604	82.59666666666666	257.91429999999997	353.28666666666675
17	34	3	GA 2	6.500299999999999	78.23333333333332	257.60360000000003	352.9416666666668
18	45	3	GA 2	5.9094	71.46999999999998	232.653	321.7916666666667
19	32	3	GA 2	7.249499999999999	87.36166666666665	263.5673	363.8316666666667
20	56	3	GA 2	5.4662999999999995	65.75500000000001	233.17380000000003	312.6433333333333
21	25	3	GA 2	7.369400000000001	88.835	268.38199999999995	368.97333333333336
22	43	3	GA 2	5.5107	66.29166666666667	232.6128	317.9566666666667
23	31	3	GA 2	6.057799999999999	73.16333333333333	221.6749	311.19499999999994
24	27	3	GA 2	6.4426	77.88666666666667	257.4983	351.74333333333334
25	46	3	GA 2	7.153200000000001	86.31	262.50960000000003	352.5066666666667
26	52	3	GA 2	7.5481	90.78166666666668	271.6178	365.3083333333333
27	28	3	GA 2	7.0092	84.39166666666667	272.63430000000005	372.43499999999995
28	33	3	GA 2	4.9484	59.79333333333334	232.8284	318.21999999999997
29	51	3	GA 2	6.1388	74.10666666666664	253.98839999999998	351.3316666666667
30	36	3	GA 2	5.4855	66.18166666666667	253.58219999999997	351.1583333333333
31	41	3	GA 2	7.2601	87.445	266.8109999999999	361.41166666666675
0	54	2	GA 2	5.3347999999999995	64.42333333333333	263.1598	348.38166666666666
1	42	2	GA 2	8.5097	102.64666666666668	276.1605	374.4833333333334
2	40	2	GA 2	7.6131	91.945	281.9089	380.5666666666667
